asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
PA-7,Azure RBAC for Data Plane,False,Not Applicable,still_not_applicable,still_not_applicable,,,,"feature_supported=False; ADDDS management plane uses ARM RBAC; data plane (domain join, LDAP queries) uses Kerberos/NTLM auth, not Azure RBAC; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline",addds,High,Wide,6
DP-7,Certificate Management in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; ADDDS does not use Key Vault for certificate lifecycle management; LDAPS certificate is customer-provided but not Key Vault-managed; not_applicable,addds,Medium,Wide,4
IM-7,Conditional Access for Data Plane,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Conditional Access evaluates Entra ID sign-in; ADDDS data plane uses Kerberos/NTLM not Entra interactive auth; not_applicable,addds,High,Wide,6
PA-8,Customer Lockbox,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Customer Lockbox not supported for ADDDS; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Wide,6
PV-3,Custom Containers Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; ADDDS does not run customer container workloads; not_applicable,addds,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; ADDDS domain controllers run Microsoft-managed images; customer cannot supply VM images; not_applicable,addds,Low,Wide,2
DP-5,Data at Rest Encryption Using CMK,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; ADDDS does not support Customer-Managed Keys for data at rest; Microsoft-managed encryption only; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,Medium,Wide,4
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline",addds,Medium,Narrow,2
DP-3,Data in Transit Encryption,True,False,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: ADDDS enforces LDAPS (TCP 636) and Kerberos over TLS for data in transit; platform-configured; customers must configure LDAPS cert but TLS is enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,Medium,Wide,4
DP-2,Data Leakage/Loss Prevention,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; ADDDS does not support DLP controls at the service level; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; no Microsoft Defender plan for ADDDS as a service; Defender for Identity can monitor ADDDS-joined VMs but does not protect the ADDDS PaaS resource itself | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Wide,6
NS-2,Disable Public Network Access,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; ADDDS requires public IP for Azure portal management connectivity; no disable-public-access toggle; network access controlled via NSG on the ADDDS subnet | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR applies to customer-managed endpoints/VMs; ADDDS managed nodes not customer-accessible; not_applicable,addds,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; ADDDS does not integrate with Key Vault for key management; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,Medium,Wide,4
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; ADDDS managed service does not expose local admin accounts to customers; Microsoft manages the domain controller OS accounts; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,True,False,implemented,implemented,N/A — LIVE→UNKNOWN (no ARM property),,,LIVE→UNKNOWN: ADDDS supports Kerberos and NTLM local auth methods; NTLM can be restricted via fine-grained password policy but no ARM property to inspect remotely; verify via Azure Policy audit | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Wide,6
IM-3,Managed Identities,False,Not Applicable,still_not_applicable,still_not_applicable,,,,"feature_supported=False; ADDDS does not support Managed Identity assignment; it is the identity provider, not a consumer of managed identity; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline",addds,High,Wide,6
BR-1,Service Native Backup Capability,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: ADDDS managed service backup is platform-enforced; frequency determined by SKU (hourly/daily); customer cannot configure | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,Medium,Narrow,2
NS-1,Network Security Group Support,True,False,implemented,implemented,subnet(aadds-subnet).network_security_group,,,LIVE-DIRECT: NSG required on ADDDS dedicated subnet; NSG existence confirms compliance; do not validate individual rules (Microsoft-required rules are auto-applied) | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Wide,6
NS-2,Azure Private Link,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; ADDDS is not a Private Link-capable service; it requires dedicated subnet within customer VNet | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,DiagnosticSettings(domainService.id).logs,,,"LIVE-DIRECT: ADDDS emits security audit logs (Kerberos auth, NTLM auth, LDAP bind); check DiagnosticSettings for log category enabled | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline",addds,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; ADDDS does not support data discovery or classification; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,Medium,Wide,4
IM-3,Service Principals,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; ADDDS does not support Service Principal authentication; management plane uses ARM RBAC; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Wide,6
NS-1,Virtual Network Integration,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: ADDDS deploys into a dedicated subnet in customer VNet; VNet integration is required and platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-active-directory-domain-services-security-baseline,addds,High,Narrow,3
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment targets customer VMs; ADDDS PaaS service not applicable,addds,Low,Wide,2
