asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
AM-2,Azure Policy Support,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support Azure Policy assignment; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,Medium,Wide,4
PA-7,Azure RBAC for Data Plane,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support Azure RBAC for data plane access; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
DP-7,Certificate Management in Azure Key Vault,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not use Key Vault for certificate management; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,Medium,Wide,4
IM-7,Conditional Access for Data Plane,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Conditional Access evaluates Entra ID sign-in; Intelligent Recommendations API uses token auth; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
PA-8,Customer Lockbox,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations not in Customer Lockbox supported service list; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
PV-3,Custom Containers Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Intelligent Recommendations does not run customer container workloads; not_applicable,intelligentrecommendations,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Intelligent Recommendations PaaS does not expose VM image customization; not_applicable,intelligentrecommendations,Low,Wide,2
DP-5,Data at Rest Encryption Using CMK,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support CMK; Microsoft-managed encryption only; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,Medium,Wide,4
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Customer content at rest encrypted with Microsoft-managed keys by default; platform-enforced | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,Medium,Narrow,2
DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: TLS 1.2 enforced for all API traffic; platform-enforced | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,Medium,Narrow,2
DP-2,Data Leakage/Loss Prevention,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support DLP controls; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; no Microsoft Defender plan for Intelligent Recommendations; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
NS-2,Disable Public Network Access,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support disabling public network access; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR targets customer-managed endpoints; PaaS service not applicable,intelligentrecommendations,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Intelligent Recommendations does not use Key Vault for key management; not_applicable,intelligentrecommendations,Medium,Wide,4
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations PaaS does not expose local admin accounts; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations requires AAD auth; local authentication methods not supported; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
IM-3,Managed Identities,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support Managed Identity assignment; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support native backup; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,Medium,Wide,4
NS-1,Network Security Group Support,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support VNet/NSG integration; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
NS-2,Azure Private Link,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support Private Link; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
LT-4,Azure Resource Logs,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in MCSB v3 baseline; Azure Intelligent Recommendations does not support Azure Monitor resource logs; operational telemetry limited to metrics; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
LT-4,Azure Resource Logs,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in MCSB v3 baseline; Azure Intelligent Recommendations does not support Azure Monitor resource logs; operational telemetry limited to metrics; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support data discovery or classification; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,Medium,Wide,4
IM-3,Service Principals,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Service Principals supported for Intelligent Recommendations API authentication; standard AAD app-registration pattern | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Narrow,3
IM-3,Service Principals,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Service Principals supported for Intelligent Recommendations API authentication; standard AAD app-registration pattern | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Narrow,3
NS-1,Virtual Network Integration,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Intelligent Recommendations does not support VNet integration; not_applicable | Service retired ~2023 (Azure Intelligent Recommendations withdrawn from GA). No MCSB IM security baseline available for retired services. Source: https://learn.microsoft.com/en-us/azure/security/benchmark/azure/baselines/ | Q2-C WebSearch June 2026 confirmed retired status.,intelligentrecommendations,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment targets customer VMs; PaaS service not applicable,intelligentrecommendations,Low,Wide,2
