asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes
LT-1,Enable Threat Detection Capabilities — Microsoft Defender for Key Vault,True,False,implemented,implemented,SecurityCenter.pricings.get('KeyVaults').pricingTier,v2/lt_keyvault,check_lt1_defender,Real Defender check via azure-mgmt-security; pricing_tier=Standard → PASS. Unlike Redis which has no Defender product.
LT-4,Enable Logging for Azure Resources,True,False,implemented,implemented,DiagnosticSettings.logs[*].enabled,v2/lt_keyvault,check_lt4_resource_logs,MonitorManagementClient.diagnostic_settings.list(vault.id); any enabled log category → PASS
BR-1,Ensure Regular Automated Backups — Azure Backup Service,True,False,not_applicable_managed,conditional_unknown,N/A,v2/br_keyvault,check_br1_azure_backup,Azure Backup does not support standard KV; per-object CLI backup exists for Managed HSM but not ARM-checkable
BR-1,Ensure Regular Automated Backups — Native Soft-Delete and Purge Protection,True,False,implemented,implemented,properties.enableSoftDelete / properties.enablePurgeProtection,v2/br_keyvault,check_br1_native_backup,Both enable_soft_delete=True AND enable_purge_protection=True required → PASS
AM-2,Use Only Approved Azure Services — Azure Policy Support,True,False,implemented,implemented,tags,v2/am_keyvault,check_am2_policy,Tags presence as proxy for policy governance; empty tags → FAIL
AM-5,Use Only Approved Applications in Virtual Machine — Defender for Cloud AAC,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/am_keyvault,check_am5_defender_aac,PaaS — Adaptive Application Controls target VMs and Arc servers only
PA-1,Separate and Limit Highly Privileged/Administrative Users — Disable Local Admin,False,Not Applicable,upgraded_implemented,now_applicable_native,properties.enableRbacAuthorization,v2/pa_keyvault,check_pa1_local_admin,enable_rbac_authorization=False = legacy vault policies active = broad permissions without RBAC granularity = local-admin equivalent
PA-7,Follow Just Enough Administration Principle — RBAC for Data Plane,False,Not Applicable,upgraded_implemented,now_applicable_native,properties.enableRbacAuthorization,v2/pa_keyvault,check_pa7_rbac_data_plane,enable_rbac_authorization=True = data-plane RBAC active; full JEA verification requires azure-mgmt-authorization
PA-8,Determine Access Process for Microsoft Support — Customer Lockbox,False,Not Applicable,upgraded_implemented,now_applicable_native,N/A (subscription-level),v2/pa_keyvault,check_pa8_customer_lockbox,KV in Lockbox supported services list (GA ~2020); enablement is subscription-level — per-vault ARM check not available; always UNKNOWN with rationale
ES-1,EDR Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/es_keyvault,check_es1_edr,PaaS — no customer-accessible compute; EDR agent deployment not supported
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/es_keyvault,check_es2_antimalware,PaaS — no customer OS layer; anti-malware not applicable
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/es_keyvault,check_es3_antimalware_health,PaaS — ES-2 not applicable therefore ES-3 not applicable
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/pv_keyvault,check_pv3_automation_state_config,PaaS — Automation DSC targets VMs and Arc machines; no customer OS layer
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/pv_keyvault,check_pv3_guest_config_agent,PaaS — Guest Config agent requires customer-accessible guest OS
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/pv_keyvault,check_pv3_custom_container_images,PaaS — Microsoft manages KV runtime; no customer container images
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/pv_keyvault,check_pv3_custom_vm_images,PaaS — no customer-supplied VM images accepted by Key Vault
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/pv_keyvault,check_pv5_defender_va,Defender for KV provides threat detection not VA; no software stack to scan on PaaS
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,v2/pv_keyvault,check_pv6_update_management,PaaS — Microsoft patches KV infrastructure; Update Management targets VMs only
