"asb_control_id","feature_name","feature_supported_original","feature_enabled_by_default_original","status_2025","verdict_2025","azure_api_property","script_module","script_function","notes"
"DP-2","Data Leakage/Loss Prevention","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Cloud Shell session data is owned by customer in their linked Azure Storage file share; DLP applies to that storage account; not_applicable at Cloud Shell service level"
"LT-1","Microsoft Defender for Service / Product Offering","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; no Defender plan for Cloud Shell as a service; Defender covers the underlying compute but not the Cloud Shell session service; not_applicable"
"NS-2","Disable Public Network Access","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Cloud Shell requires internet connectivity for portal access; no disable-public-access toggle; VNet injection (NS-1) is the isolation alternative; not_applicable"
"ES-1","EDR Solution","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; EDR targets customer-managed endpoints; Cloud Shell ephemeral compute is Microsoft-managed; not_applicable"
"DP-6","Key Management in Azure Key Vault","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Cloud Shell does not use Key Vault for key management; users may use Key Vault from within a shell session; not_applicable at service level"
"PA-1","Local Admin Accounts","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Cloud Shell runs as the portal user context; no local admin account concept; not_applicable"
"IM-1","Local Authentication Methods for Data Plane Access","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Cloud Shell access is gated by Azure portal Entra ID session; no local auth methods for Cloud Shell itself; not_applicable"
"IM-3","Managed Identities","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Cloud Shell does not support assigning Managed Identity to the Cloud Shell service itself; users can use MI from within a shell script; not_applicable at Cloud Shell resource level"
"BR-1","Service Native Backup Capability","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Cloud Shell has no native backup; data persisted in customer-owned Azure Storage; not_applicable at Cloud Shell service level"
"NS-1","Network Security Group Support","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; standard Cloud Shell has no customer VNet; NSG not applicable in standard mode; VNet injection mode (NS-1 VNet Integration) is required for isolation; not_applicable"
"NS-2","Azure Private Link","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Cloud Shell does not support Private Link; VNet injection provides network isolation; not_applicable"
"LT-4","Azure Resource Logs","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Cloud Shell does not emit Azure Monitor resource diagnostic logs; session activity is terminal I/O only; not_applicable"
"DP-1","Sensitive Data Discovery and Classification","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Cloud Shell does not support data discovery or classification; not_applicable"
"IM-3","Service Principals","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Cloud Shell does not support Service Principal assignment to the service; users can authenticate as SP from within a shell session; not_applicable at service level"
"NS-1","Virtual Network Integration","True","False","implemented","implemented","cloudShell.properties.networkProfile.subnetId","","","LIVE-DIRECT: Cloud Shell supports VNet injection (isolated mode) via linked storage and VNet configuration; check networkProfile.subnetId is set"
"PV-5","Vulnerability Assessment using Microsoft Defender","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Vulnerability Assessment targets customer VMs; Cloud Shell ephemeral compute is Microsoft-managed; not_applicable"
