asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes
IM-8,Service Credential and Secrets Support Integration and Storage in Azure Key Vault,False,Not Applicable,now_applicable_native,now_applicable_native,transportSecurity.certificateAuthority.keyVaultSecretId,azurefirewall/im_azurefirewall,check_im8_keyvault_secrets,Premium TLS inspection intermediate CA cert stored in KV; key_vault_secret_id set → PASS (now_applicable_native 2024)
LT-1,Microsoft Defender for Service — Azure Firewall,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/lt_azurefirewall,check_lt1_defender,No dedicated Defender for Firewall product; IDPS (NS-1) provides threat detection in Premium
LT-4,Azure Resource Logs,True,False,implemented,implemented,diagnosticSettings.logs[AzureFirewallApplicationRule + AzureFirewallNetworkRule],azurefirewall/lt_azurefirewall,check_lt4_resource_logs,DiagnosticSettings with AzureFirewallApplicationRule or AzureFirewallNetworkRule log category enabled → PASS
BR-1,Azure Backup,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/br_azurefirewall,check_br1_azure_backup,Azure Backup service does not support Firewall config as a backup target; no automated backup solution
BR-1,Service Native Backup Capability,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/br_azurefirewall,check_br1_native_backup,No native automated backup; Firewall Policy + ARM template export is manual; use source control as compensating control
AM-2,Azure Policy Support,True,False,implemented,implemented,tags,azurefirewall/am_azurefirewall,check_am2_policy,Resource tags present → PASS proxy for policy governance; no tags → FAIL
AM-5,Microsoft Defender for Cloud — Adaptive Application Controls,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/am_azurefirewall,check_am5_defender_aac,PaaS; AAC targets VMs and Arc-enabled servers only — not applicable to Azure Firewall
PA-1,Local Admin Accounts,False,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no local admin concept),azurefirewall/pa_azurefirewall,check_pa1_local_admin,Fully managed PaaS; no local admin account; ARM RBAC with Entra ID is the only access model
PA-7,Azure RBAC for Data Plane,False,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no data plane),azurefirewall/pa_azurefirewall,check_pa7_rbac_data_plane,No customer-accessible data plane; management via ARM RBAC control plane only
PA-8,Customer Lockbox,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pa_azurefirewall,check_pa8_customer_lockbox,Azure Firewall not in Customer Lockbox supported services GA list; standard Microsoft support policies apply
ES-1,EDR Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/es_azurefirewall,check_es1_edr,PaaS; no customer-managed compute substrate; Microsoft manages platform-level endpoint security
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/es_azurefirewall,check_es2_antimalware,PaaS; antimalware on Firewall nodes is Microsoft's responsibility
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/es_azurefirewall,check_es3_antimalware_health,PaaS; signature updates and health monitoring managed by Microsoft
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv3_automation_state_config,PaaS; Automation State Configuration targets VMs/Arc servers; no OS substrate accessible
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv3_guest_config_agent,PaaS; guest config agent requires VM or Arc substrate — not deployable on Firewall nodes
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv3_custom_container_images,PaaS; Azure Firewall does not use or accept custom container images
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv3_custom_vm_images,PaaS; Azure Firewall does not support custom VM images; Microsoft manages hardened platform images
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv5_defender_va,PaaS; Defender VA targets VMs/containers/App Service/SQL; Firewall not in supported services list
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv6_update_management,PaaS; platform updates managed by Microsoft with zero-downtime deployment via availability zones
