asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,now_applicable_native,now_applicable_native,,,,now_applicable_native: Microsoft Defender for APIs plan in Defender for Cloud provides full lifecycle protection for APIs in API Management. GA. Source: https://learn.microsoft.com/en-us/azure/defender-for-cloud/defender-for-apis-introduction,apimanagement,High,Wide,6
NS-2,Disable Public Network Access,True,False,implemented,implemented,Microsoft.ApiManagement/service/publicNetworkAccess,,,LIVE-DIRECT: API Management supports disabling public network access via publicNetworkAccess property (requires VNet integration or private endpoint).,apimanagement,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR requires compute agent; API Management is PaaS.,apimanagement,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,True,False,implemented,implemented,Microsoft.ApiManagement/service/namedValues,,,LIVE-DIRECT: API Management Named Values can reference Key Vault secrets for encryption key and credential management scenarios.,apimanagement,Medium,Wide,4
PA-1,Local Admin Accounts,True,False,implemented,implemented,Microsoft.ApiManagement/service/users,,,LIVE-DIRECT: API Management supports built-in developer portal user accounts; restrict via AAD B2C integration; disable unused local accounts.,apimanagement,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,True,False,implemented,implemented,Microsoft.ApiManagement/service/subscriptions,,,LIVE-DIRECT: API Management supports local subscription key authentication; implement alongside AAD/OAuth; disable local auth where enterprise SSO required.,apimanagement,High,Wide,6
IM-3,Managed Identities,True,False,implemented,implemented,Microsoft.ApiManagement/service/identity,,,"LIVE-DIRECT: API Management supports system-assigned and user-assigned managed identities for accessing Key Vault, backends, and other Azure services.",apimanagement,High,Wide,6
BR-1,Service Native Backup Capability,True,False,implemented,implemented,Microsoft.ApiManagement/service/backup,,,"LIVE-DIRECT: API Management has built-in backup/restore capability via management REST API; backs up service config, APIs, products, subscriptions.",apimanagement,Medium,Wide,4
NS-1,Network Security Group Support,True,False,implemented,implemented,Microsoft.ApiManagement/service/virtualNetworkConfiguration,,,LIVE-DIRECT: API Management VNet integration (internal/external mode) supports NSG on the delegated subnet.,apimanagement,High,Wide,6
NS-2,Azure Private Link,True,False,implemented,implemented,Microsoft.ApiManagement/service/privateEndpointConnections,,,LIVE-DIRECT: Azure API Management supports Private Endpoints for inbound management plane and data plane access.,apimanagement,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,Microsoft.ApiManagement/service/diagnostics,,,"LIVE-DIRECT: API Management supports diagnostic logs (GatewayLogs, WebSocketConnectionLogs) via Azure Monitor / Log Analytics.",apimanagement,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; No native sensitive data discovery or Purview integration for API payload scanning in API Management.,apimanagement,Medium,Wide,4
IM-3,Service Principals,True,False,implemented,implemented,Microsoft.ApiManagement/service/identity,,,LIVE-DIRECT: API Management managed identity acts as service principal for AAD-based resource access; assign RBAC roles to the identity.,apimanagement,High,Wide,6
NS-1,Virtual Network Integration,True,False,implemented,implemented,Microsoft.ApiManagement/service/virtualNetworkConfiguration,,,LIVE-DIRECT: API Management supports VNet injection (internal/external mode) for full network isolation and private connectivity.,apimanagement,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Defender vulnerability assessment requires compute; API Management is PaaS.,apimanagement,Low,Wide,2
