asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
IM-3,Service Principals,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/im_privatelink,check_im3_service_principals,PE makes no outbound Azure service calls requiring SP; not_applicable at PE resource level,privatelink,High,Wide,6
IM-7,Conditional Access for Data Plane,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/im_privatelink,check_im7_conditional_access,PE has no Entra ID-authenticated data plane; CA targets authenticated data planes; applies to connected service not PE NIC; not_applicable at PE resource level,privatelink,High,Wide,6
IM-8,Service Credential and Secrets Support Integration in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/im_privatelink,check_im8_keyvault_secrets,PE has no credential or secret store; KV integration not applicable at PE resource level,privatelink,High,Wide,6
LT-1,Microsoft Defender for Service,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/lt_privatelink,check_lt1_defender,No Microsoft Defender plan for Private Link as a service; Defender covers connected PaaS services; feature_supported=Not Applicable in MCSB v3 baseline,privatelink,High,Wide,6
LT-4,Azure Resource Logs,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/lt_privatelink,check_lt4_resource_logs,PE resource emits NO resource logs (feature_supported=False in MCSB v3 baseline); DiagSettings on PE.id returns no categories; network traffic via NSG Flow Logs on PE subnet,privatelink,High,Wide,6
BR-1,Azure Backup,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/br_privatelink,check_br1_azure_backup,Azure Backup does not support PE as backup target; PE config (subnet DNS approval state) IaC-recoverable via ARM template export; not_applicable in baseline,privatelink,Medium,Wide,4
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/br_privatelink,check_br1_native_backup,No native backup; PE config (target resource ID subnet DNS group) is declarative and IaC-recoverable; not_applicable in baseline,privatelink,Medium,Wide,4
AM-2,Azure Policy Support,True,False,implemented,implemented,endpoint.tags,privatelink/am_privatelink,check_am2_policy,LIVE-DIRECT: tags proxy for Azure Policy governance; tags non-empty → PASS; empty → FAIL,privatelink,Medium,Wide,4
AM-5,Microsoft Defender for Cloud — Adaptive Application Controls,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/am_privatelink,check_am5_defender_aac,PaaS NIC resource; no VM compute substrate; AAC targets VMs and Arc servers; not_applicable,privatelink,Medium,Wide,4
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pa_privatelink,check_pa1_local_admin,PaaS NIC resource; no compute substrate; no local administrative account concept on PE; not_applicable in baseline,privatelink,High,Wide,6
PA-7,Azure RBAC for Data Plane,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pa_privatelink,check_pa7_rbac_data_plane,PE has no data plane (NIC routing traffic); data plane RBAC not applicable; management plane uses standard ARM RBAC (Network Contributor); not_applicable in baseline,privatelink,High,Wide,6
PA-8,Customer Lockbox,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pa_privatelink,check_pa8_customer_lockbox,Customer Lockbox not available for Private Endpoint; not in Lockbox supported service list; not_applicable in baseline,privatelink,High,Wide,6
ES-1,Endpoint Detection and Response,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/es_privatelink,check_es1_edr,PaaS NIC resource; no compute substrate; EDR targets VMs/servers; not_applicable,privatelink,Medium,Wide,4
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/es_privatelink,check_es2_antimalware,PaaS NIC resource; no compute substrate; anti-malware targets compute workloads; not_applicable,privatelink,Medium,Wide,4
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/es_privatelink,check_es3_antimalware_health,PaaS NIC resource; no compute substrate; health monitoring presupposes anti-malware on compute; not_applicable,privatelink,Medium,Wide,4
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pv_privatelink,check_pv3_automation_state_config,PaaS NIC; no OS/compute; DSC targets VMs and Arc servers; not_applicable,privatelink,Low,Wide,2
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pv_privatelink,check_pv3_guest_config_agent,PaaS NIC; no OS; Guest Config targets VMs/Arc; not_applicable,privatelink,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pv_privatelink,check_pv3_custom_container_images,PaaS NIC; no container runtime in PE managed infrastructure; not_applicable,privatelink,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pv_privatelink,check_pv3_custom_vm_images,PaaS NIC; no VM substrate in PE managed infrastructure; not_applicable,privatelink,Low,Wide,2
PV-5,Vulnerability Assessment,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pv_privatelink,check_pv5_defender_va,PaaS NIC; no compute; Defender VA targets VMs/containers/SQL; not_applicable,privatelink,Low,Wide,2
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,privatelink/pv_privatelink,check_pv6_update_management,PaaS NIC; no OS; Update Manager targets VMs; Microsoft manages underlying PE infrastructure patching; not_applicable,privatelink,Low,Wide,2
