asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes
DP-7,Certificate Management in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/dp_bastion,check_dp7_cert_kv,Bastion does not manage customer TLS certs via KV; Microsoft manages bastion.azure.com cert; not_applicable
IM-1,Azure AD Authentication Required for Data Plane Access,True,True,implemented,implemented,N/A — microsoft_managed PASS static,bastion/im_bastion,check_im1_aad_auth,microsoft_managed: Bastion access authenticated via Entra ID through Azure portal; portal session validates identity before Bastion connection; management plane only
IM-1,Local Authentication Methods for Data Plane Access,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/im_bastion,check_im1_local_auth,feature_supported=False; Bastion has no local auth methods; all access via Entra ID; not_applicable
IM-3,Managed Identities,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/im_bastion,check_im3_managed_identities,feature_supported=False; Bastion makes no outbound calls requiring MI; MI applies to VMs accessed via Bastion; not_applicable
IM-3,Service Principals,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/im_bastion,check_im3_service_principals,feature_supported=Not Applicable; Bastion makes no outbound calls requiring SP identity; not_applicable
IM-7,Conditional Access for Data Plane,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/im_bastion,check_im7_conditional_access,feature_supported=Not Applicable; CA targets Entra ID-authenticated data planes; Bastion connectivity is not a CA-evaluable data plane endpoint; not_applicable
IM-8,Service Credential and Secrets Support Integration in Azure Key Vault,True,False,implemented,implemented,N/A — LIVE→UNKNOWN (no ARM property),bastion/im_bastion,check_im8_keyvault_secrets,LIVE→UNKNOWN: SSH private keys can be stored in KV for Bastion native client SSH sessions; connection-time behavioral pattern; no ARM property on BastionHost to inspect; same as DP-6
LT-1,Microsoft Defender for Service,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/lt_bastion,check_lt1_defender,feature_supported=Not Applicable; no Defender plan for Azure Bastion; Defender covers VMs accessed via Bastion; not_applicable
LT-4,Azure Resource Logs,True,False,implemented,implemented,DiagnosticSettings(bastion.id).logs[BastionAuditLogs],bastion/lt_bastion,check_lt4_resource_logs,LIVE-DIRECT: BastionAuditLogs records user identity/source IP/target VM/session duration; check category 'BastionAuditLogs' enabled in DiagSettings; SDK: azure-mgmt-monitor
BR-1,Azure Backup,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/br_bastion,check_br1_azure_backup,feature_supported=False; Azure Backup does not support Bastion hosts; Bastion config is IaC-recoverable; not_applicable
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/br_bastion,check_br1_native_backup,feature_supported=False; no native backup; Bastion config (subnet SKU scale-units public-IP) declarative and IaC-recoverable; not_applicable
AM-2,Azure Policy Support,True,False,implemented,implemented,bastion.tags,bastion/am_bastion,check_am2_policy,LIVE-DIRECT: tags proxy for Azure Policy governance; bastion.tags non-empty → PASS; empty → FAIL
AM-5,Microsoft Defender for Cloud — Adaptive Application Controls,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/am_bastion,check_am5_defender_aac,feature_supported=Not Applicable; AAC targets VMs and Arc servers; Bastion is PaaS managed jump host with no customer compute; not_applicable
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pa_bastion,check_pa1_local_admin,feature_supported=False; Bastion has no compute substrate; no local admin concept; not_applicable
PA-7,Azure RBAC for Data Plane,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pa_bastion,check_pa7_rbac_data_plane,feature_supported=False; MCSB v3 baseline note confirms Bastion does not support Azure RBAC for user access; ARM RBAC covers management plane only; not_applicable
PA-8,Customer Lockbox,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pa_bastion,check_pa8_customer_lockbox,feature_supported=False; Bastion not in Lockbox supported service list; not_applicable
ES-1,Endpoint Detection and Response,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/es_bastion,check_es1_edr,PaaS managed jump host; no customer compute; EDR targets VMs accessed via Bastion; not_applicable
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/es_bastion,check_es2_antimalware,PaaS managed jump host; no customer compute; anti-malware targets VMs accessed via Bastion; not_applicable
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/es_bastion,check_es3_antimalware_health,PaaS managed jump host; no customer compute; health monitoring presupposes anti-malware on compute; not_applicable
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv3_automation_state_config,PaaS managed jump host; no customer OS; DSC targets VMs and Arc servers; not_applicable
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv3_guest_config_agent,PaaS managed jump host; no customer OS; Guest Config targets VMs/Arc; not_applicable
PV-3,Custom Container Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv3_custom_container_images,PaaS managed jump host; no container runtime in Bastion infrastructure; not_applicable
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv3_custom_vm_images,PaaS managed jump host; no VM substrate in Bastion infrastructure; not_applicable
PV-5,Vulnerability Assessment,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv5_defender_va,PaaS managed jump host; no customer compute; Defender VA targets VMs/containers/SQL; not_applicable
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv6_update_management,PaaS managed jump host; no customer OS; Update Manager targets VMs; Microsoft patches Bastion infrastructure; not_applicable
