asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
LT-1,Microsoft Defender for Service / Product Offering,True,False,implemented,implemented,Overview of Defender for App Service to protect your Azure App Service web apps and APIs: https://learn.microsoft.com/azure/defender-for-cloud/defender-for-app-service-introduction,,,LIVE-DIRECT: Microsoft Defender for Service / Product Offering supported but not enabled by default; customer must configure; verify ARM property,logicapps,High,Wide,6
NS-2,Disable Public Network Access,True,False,implemented,implemented,Using Private Endpoints for App Service apps: https://learn.microsoft.com/azure/app-service/networking/private-endpoint,,,LIVE-DIRECT: Disable Public Network Access supported but not enabled by default; customer must configure; verify ARM property,logicapps,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR Solution not applicable to this service by design; not_applicable_paas,logicapps,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,True,False,implemented,implemented,Microsoft.Logic/integrationAccounts/properties/keyVaultProperties,,,LIVE-DIRECT: Key Management in Azure Key Vault supported but not enabled by default on Azure Logic Apps; verify Microsoft.Logic/integrationAccounts/properties/keyVaultProperties,logicapps,Medium,Wide,4
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Local Admin Accounts not applicable to this service by design; not_applicable_paas,logicapps,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,True,False,implemented,implemented,Authentication and authorization in Azure App Service and Azure Functions: https://learn.microsoft.com/azure/app-service/overview-authentication-authorization,,,LIVE-DIRECT: Local Authentication Methods for Data Plane Access supported but not enabled by default; customer must configure; verify ARM property,logicapps,High,Wide,6
IM-3,Managed Identities,True,False,implemented,implemented,Authentication types for connectors that support authentication: https://learn.microsoft.com/azure/logic-apps/create-managed-service-identity?tabs=consumption,,,LIVE-DIRECT: Managed Identities supported but not enabled by default; customer must configure; verify ARM property,logicapps,High,Wide,6
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Service Native Backup Capability not applicable to this service by design; not_applicable_paas,logicapps,Medium,Wide,4
NS-1,Network Security Group Support,True,False,implemented,implemented,Microsoft.Logic/workflows/properties/integrationServiceEnvironment,,,LIVE-DIRECT: Network Security Group Support supported but not enabled by default on Azure Logic Apps; verify Microsoft.Logic/workflows/properties/integrationServiceEnvironment,logicapps,High,Wide,6
NS-2,Azure Private Link,True,False,now_applicable_native,now_applicable_native,Microsoft.Logic/workflows/privateEndpointConnections,,,now_applicable_native: Azure Logic Apps (Standard tier on App Service Environment/ISE) supports Private Endpoints; check Standard tier deployment,logicapps,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,Monitor and collect diagnostic data for workflows in Azure Logic Apps: https://learn.microsoft.com/azure/logic-apps/monitor-workflows-collect-diagnostic-data?tabs=consumption,,,LIVE-DIRECT: Azure Resource Logs supported but not enabled by default; customer must configure; verify ARM property,logicapps,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Sensitive Data Discovery and Classification not applicable to this service by design; not_applicable_paas,logicapps,Medium,Wide,4
IM-3,Service Principals,True,False,implemented,implemented,AAD Authentication for Logic Apps Request triggers: https://learn.microsoft.com/azure/logic-apps/logic-apps-securing-a-logic-app?tabs=azure-portal#enable-azure-active-directory-open-authentication-azure-ad-oauth,,,LIVE-DIRECT: Service Principals supported but not enabled by default; customer must configure; verify ARM property,logicapps,High,Wide,6
NS-1,Virtual Network Integration,True,False,implemented,implemented,Logic Apps Vnet Integration: https://learn.microsoft.com/azure/logic-apps/secure-single-tenant-workflow-virtual-network-private-endpoint#set-up-outbound-traffic-using-virtual-network-integration,,,LIVE-DIRECT: Virtual Network Integration supported but not enabled by default; customer must configure; verify ARM property,logicapps,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment using Microsoft Defender not applicable to this service by design; not_applicable_paas,logicapps,Low,Wide,2
