asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
IM-7,Conditional Access for Data Plane,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Conditional Access evaluates Entra ID sign-in sessions; Bot Service data plane (messaging API) uses token auth not evaluated by CA policy; not_applicable,botservice,High,Wide,6
PA-8,Customer Lockbox,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Bot Service not in Customer Lockbox supported service list; not_applicable,botservice,High,Wide,6
PV-3,Custom Containers Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Bot Service does not run customer container images at the bot resource level; not_applicable,botservice,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Bot Service PaaS does not support custom VM images; not_applicable,botservice,Low,Wide,2
DP-5,Data at Rest Encryption Using CMK,True,False,implemented,implemented,N/A — LIVE→UNKNOWN (no ARM property),,,LIVE→UNKNOWN: Bot Service supports CMK via customer-managed key in Key Vault; no ARM property directly on bot resource to verify; check Key Vault integration,botservice,Medium,Wide,4
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",botservice,Medium,Narrow,2
DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",botservice,Medium,Narrow,2
DP-2,Data Leakage/Loss Prevention,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Bot Service does not support DLP at the service level; not_applicable,botservice,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; no Microsoft Defender plan for Bot Service as a service resource; Defender for App Service covers the underlying App Service hosting the bot; not_applicable at Bot resource level,botservice,High,Wide,6
NS-2,Disable Public Network Access,True,False,implemented,implemented,botService.properties.publicNetworkAccess,,,LIVE-DIRECT: check properties.publicNetworkAccess == Disabled,botservice,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR targets customer-managed endpoints; PaaS Bot Service not applicable,botservice,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,True,False,implemented,implemented,N/A — LIVE→UNKNOWN (no ARM property),,,LIVE→UNKNOWN: Bot Service can use Key Vault for key management; no ARM property on bot resource to verify; behavioral pattern,botservice,Medium,Wide,4
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Bot Service PaaS does not expose local admin accounts; not_applicable,botservice,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,True,False,implemented,implemented,N/A — LIVE→UNKNOWN,,,LIVE→UNKNOWN: Bot Service supports local auth methods (MSA password); customers should prefer MI over passwords; no ARM property to verify local auth disabled,botservice,High,Wide,6
IM-3,Managed Identities,True,False,implemented,implemented,botService.properties.msaAppMSIResourceId,,,LIVE-DIRECT: Bot Service supports system-assigned MI for downstream service calls; check identity.type == SystemAssigned,botservice,High,Wide,6
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Bot Service configuration is declarative; no native backup capability; not_applicable,botservice,Medium,Wide,4
NS-1,Network Security Group Support,True,False,implemented,implemented,botService.properties.endpoint,,,LIVE-DIRECT: Bot Service can be deployed with VNet integration; NSG governs traffic; check if privateEndpointConnections present or endpoint is internal,botservice,High,Wide,6
NS-2,Azure Private Link,True,False,implemented,implemented,botService.properties.privateEndpointConnections,,,LIVE-DIRECT: Bot Service supports private endpoints via Direct Line App Service extension; check privateEndpointConnections length > 0,botservice,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,DiagnosticSettings(botService.id).logs,,,LIVE-DIRECT: Bot Service emits BotRequest diagnostic logs; check DiagnosticSettings for BotRequest category enabled,botservice,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Bot Service does not support data discovery or classification; not_applicable,botservice,Medium,Wide,4
IM-3,Service Principals,True,False,implemented,implemented,botService.properties.msaAppId,,,LIVE-DIRECT: Bot Service authenticates via SP (MSA App ID); check properties.msaAppId is set and not empty,botservice,High,Wide,6
NS-1,Virtual Network Integration,True,False,implemented,implemented,botService.properties.endpoint,,,LIVE-DIRECT: Bot Service supports VNet integration via App Service hosting; check endpoint is internal or private endpoint exists,botservice,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment targets customer VMs; PaaS Bot Service not applicable,botservice,Low,Wide,2
