asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
PA-8,Customer Lockbox,True,False,implemented,implemented,subscription.properties.customerLockbox,,,LIVE-DIRECT: Customer Lockbox supported but not enabled by default on Azure Functions; verify subscription.properties.customerLockbox,functions,High,Wide,6
PV-3,Custom Containers Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Custom Containers Images not applicable to this service by design; not_applicable_paas,functions,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Custom VM Images not applicable to this service by design; not_applicable_paas,functions,Low,Wide,2
DP-5,Data at Rest Encryption Using CMK,True,False,implemented,implemented,Encrypt your application data at rest using customer-managed keys: https://learn.microsoft.com/azure/azure-functions/configure-encrypt-at-rest-using-cmk,,,LIVE-DIRECT: Data at Rest Encryption Using CMK supported but not enabled by default; customer must configure; verify ARM property,functions,Medium,Wide,4
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Data at Rest Encryption Using Platform Keys enabled by default on functions; platform-enforced,functions,Medium,Narrow,2
DP-3,Data in Transit Encryption,True,False,implemented,implemented,Add and manage TLS/SSL certificates in Azure App Service: https://learn.microsoft.com/azure/app-service/configure-ssl-certificate?toc=%2Fazure%2Fazure-functions%2Ftoc.json&tabs=apex%2Cportal,,,LIVE-DIRECT: Data in Transit Encryption supported but not enabled by default; customer must configure; verify ARM property,functions,Medium,Wide,4
DP-2,Data Leakage/Loss Prevention,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Data Leakage/Loss Prevention not supported; web research 2026 confirms no change; still_not_applicable,functions,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,True,False,implemented,implemented,Defender for App Service: https://docs.microsoft.com/azure/defender-for-cloud/defender-for-app-service-introduction,,,LIVE-DIRECT: Microsoft Defender for Service / Product Offering supported but not enabled by default; customer must configure; verify ARM property,functions,High,Wide,6
NS-2,Disable Public Network Access,True,False,implemented,implemented,Microsoft.Web/sites/properties/publicNetworkAccess,,,LIVE-DIRECT: Disable Public Network Access supported but not enabled by default on Azure Functions; verify Microsoft.Web/sites/properties/publicNetworkAccess,functions,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR Solution not applicable to this service by design; not_applicable_paas,functions,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,True,False,implemented,implemented,Use Key Vault references for App Service and Azure Functions: https://docs.microsoft.com/azure/app-service/app-service-key-vault-references?toc=%2Fazure%2Fazure-functions%2Ftoc.json,,,LIVE-DIRECT: Key Management in Azure Key Vault supported but not enabled by default; customer must configure; verify ARM property,functions,Medium,Wide,4
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Local Admin Accounts not supported; web research 2026 confirms no change; still_not_applicable,functions,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Local Authentication Methods for Data Plane Access enabled by default on functions; platform-enforced,functions,High,Narrow,3
IM-3,Managed Identities,True,False,implemented,implemented,How to use managed identities for App Service and Azure Functions: https://docs.microsoft.com/azure/app-service/overview-managed-identity?toc=%2Fazure%2Fazure-functions%2Ftoc.json,,,LIVE-DIRECT: Managed Identities supported but not enabled by default; customer must configure; verify ARM property,functions,High,Wide,6
BR-1,Service Native Backup Capability,True,False,implemented,implemented,Back up and restore your app in Azure App Service: https://docs.microsoft.com/azure/app-service/manage-backup,,,LIVE-DIRECT: Service Native Backup Capability supported but not enabled by default; customer must configure; verify ARM property,functions,Medium,Wide,4
NS-1,Network Security Group Support,True,False,implemented,implemented,Azure Functions networking options: https://docs.microsoft.com/azure/azure-functions/functions-networking-options,,,LIVE-DIRECT: Network Security Group Support supported but not enabled by default; customer must configure; verify ARM property,functions,High,Wide,6
NS-2,Azure Private Link,True,False,now_applicable_native,now_applicable_native,Microsoft.Web/sites/properties/privateEndpointConnections,,,now_applicable_native: Azure Functions supports Private Endpoints for inbound trigger isolation (Premium and Dedicated plans); GA since 2021,functions,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,Monitoring Azure Functions with Azure Monitor Logs: https://docs.microsoft.com/azure/azure-functions/functions-monitor-log-analytics,,,LIVE-DIRECT: Azure Resource Logs supported but not enabled by default; customer must configure; verify ARM property,functions,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Sensitive Data Discovery and Classification not applicable to this service by design; not_applicable_paas,functions,Medium,Wide,4
IM-3,Service Principals,True,False,implemented,implemented,Microsoft.Web/sites/identity.type,,,LIVE-DIRECT: Service Principals supported but not enabled by default on Azure Functions; verify Microsoft.Web/sites/identity.type,functions,High,Wide,6
NS-1,Virtual Network Integration,True,False,implemented,implemented,Azure Functions networking options: https://docs.microsoft.com/azure/azure-functions/functions-networking-options,,,LIVE-DIRECT: Virtual Network Integration supported but not enabled by default; customer must configure; verify ARM property,functions,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment using Microsoft Defender not applicable to this service by design; not_applicable_paas,functions,Low,Wide,2
