asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
IM-1,Use Centralized Identity and Authentication System — AAD Auth Required,False,Not Applicable,upgraded_implemented,now_applicable_native,disableLocalAuth,servicebus/im_servicebus,check_im1_aad_auth_required,disable_local_auth=True enforces Entra ID as sole auth method for data plane,servicebus,High,Narrow,3
IM-3,Use Azure AD Managed Identities for Azure Resource Authentication,True,False,implemented,implemented,identity.type,servicebus/im_servicebus,check_im3_managed_identities,namespace.identity present (SystemAssigned/UserAssigned) → PASS proxy; no identity → FAIL,servicebus,High,Wide,6
IM-3,Use Azure AD Service Principals for Azure Resource Authentication,True,False,implemented,implemented,disableLocalAuth,servicebus/im_servicebus,check_im3_service_principals,disable_local_auth=True → Entra/RBAC enforced → SP assignments supported → PASS proxy,servicebus,High,Wide,6
IM-7,Restrict Resource Access Based on Conditions — Conditional Access,True,False,not_applicable_arm,still_not_applicable,N/A (Entra tenant-level),servicebus/im_servicebus,check_im7_conditional_access,CA policies are Entra tenant-level configuration; not readable via ARM; always UNKNOWN,servicebus,High,Wide,6
IM-8,Restrict the Exposure of Credential and Secrets — Use Azure Key Vault,False,Not Applicable,upgraded_implemented,now_applicable_native,disableLocalAuth,servicebus/im_servicebus,check_im8_keyvault_secrets,disable_local_auth=True → no SAS connection strings exposed → PASS; False → UNKNOWN (should use KV but not ARM-verifiable),servicebus,High,Narrow,3
LT-1,Enable Threat Detection Capabilities — Microsoft Defender for Service Bus,False,Not Applicable,not_applicable_managed,still_not_applicable,N/A,servicebus/lt_servicebus,check_lt1_defender,No Defender for Service Bus product in Defender for Cloud portfolio; always UNKNOWN with rationale,servicebus,High,Wide,6
LT-4,Enable Logging for Azure Resources,True,False,implemented,implemented,DiagnosticSettings.logs[*].enabled,servicebus/lt_servicebus,check_lt4_resource_logs,MonitorManagementClient.diagnostic_settings.list(ns.id); any enabled log category → PASS,servicebus,High,Wide,6
BR-1,Ensure Regular Automated Backups — Azure Backup Service,True,False,not_applicable_managed,still_not_applicable,N/A,servicebus/br_servicebus,check_br1_azure_backup,Azure Backup does not support Service Bus; geo-DR is availability failover not data backup → UNKNOWN,servicebus,Medium,Wide,4
BR-1,Ensure Regular Automated Backups — Native Soft-Delete and Purge Protection,True,False,not_applicable_managed,still_not_applicable,N/A,servicebus/br_servicebus,check_br1_native_backup,Service Bus has no soft-delete or purge-protection for message data; entity config can be ARM-exported → UNKNOWN,servicebus,Medium,Wide,4
AM-2,Use Only Approved Azure Services — Azure Policy Support,True,False,implemented,implemented,tags,servicebus/am_servicebus,check_am2_policy,Tags presence as proxy for policy governance; empty tags → FAIL,servicebus,Medium,Wide,4
AM-5,Use Only Approved Applications in Virtual Machine — Defender for Cloud AAC,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/am_servicebus,check_am5_defender_aac,PaaS — Adaptive Application Controls target VMs and Arc servers only,servicebus,Medium,Wide,4
PA-1,Separate and Limit Highly Privileged/Administrative Users — Disable Local Admin,False,Not Applicable,upgraded_implemented,now_applicable_native,disableLocalAuth,servicebus/pa_servicebus,check_pa1_local_admin,disable_local_auth=False = SAS Manage-level keys active = local-admin equivalent; True → PASS,servicebus,High,Narrow,3
PA-7,Follow Just Enough Administration Principle — RBAC for Data Plane,False,Not Applicable,upgraded_implemented,now_applicable_native,disableLocalAuth,servicebus/pa_servicebus,check_pa7_rbac_data_plane,disable_local_auth=True = Entra/RBAC data-plane active; full JEA verification requires azure-mgmt-authorization,servicebus,High,Narrow,3
PA-8,Determine Access Process for Microsoft Support — Customer Lockbox,False,Not Applicable,upgraded_implemented,now_applicable_native,N/A (subscription-level),servicebus/pa_servicebus,check_pa8_customer_lockbox,SB in Lockbox supported services list (GA); enablement is subscription-level — per-namespace ARM check not available; always UNKNOWN with rationale,servicebus,High,Narrow,3
ES-1,EDR Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/es_servicebus,check_es1_edr,PaaS — no customer-accessible compute; EDR agent deployment not supported,servicebus,Medium,Wide,4
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/es_servicebus,check_es2_antimalware,PaaS — no customer OS layer; anti-malware not applicable,servicebus,Medium,Wide,4
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/es_servicebus,check_es3_antimalware_health,PaaS — ES-2 not applicable therefore ES-3 not applicable,servicebus,Medium,Wide,4
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/pv_servicebus,check_pv3_automation_state_config,PaaS — Automation DSC targets VMs and Arc machines; no customer OS layer,servicebus,Low,Wide,2
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/pv_servicebus,check_pv3_guest_config_agent,PaaS — Guest Config agent requires customer-accessible guest OS,servicebus,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/pv_servicebus,check_pv3_custom_container_images,PaaS — Microsoft manages Service Bus runtime; no customer container images,servicebus,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/pv_servicebus,check_pv3_custom_vm_images,PaaS — no customer-supplied VM images accepted by Service Bus,servicebus,Low,Wide,2
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/pv_servicebus,check_pv5_defender_va,PaaS — no software stack to scan; Defender for Cloud has no VA product for Service Bus,servicebus,Low,Wide,2
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,servicebus/pv_servicebus,check_pv6_update_management,PaaS — Microsoft patches Service Bus infrastructure; Update Management targets VMs only,servicebus,Low,Wide,2
