asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
DP-7,Certificate Management in Azure Key Vault,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/dp_publicip,check_dp7_cert_kv,Certificates managed by the service using the PIP (e.g. AppGW) — not by PIP itself,publicip,Medium,Wide,4
IM-1,Local Authentication Methods for Data Plane Access,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (ARM RBAC only),publicip/im_publicip,check_im1_local_auth_methods,No data plane or management interface requiring local auth; all ops via ARM with Entra ID,publicip,High,Narrow,3
IM-1,Azure AD Authentication Required for Data Plane Access,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (ARM RBAC only),publicip/im_publicip,check_im1_aad_auth_required,No data plane; ARM enforces Entra ID auth for all management ops,publicip,High,Narrow,3
IM-3,Managed Identities,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A,publicip/im_publicip,check_im3_managed_identities,PIP does not support MI assignment; passive address resource with no auth requirements,publicip,High,Wide,6
IM-3,Service Principals,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A,publicip/im_publicip,check_im3_service_principals,No data-plane SP auth for PIP; SP used only for ARM management at subscription/RG level,publicip,High,Wide,6
IM-7,Conditional Access for Data Plane,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A,publicip/im_publicip,check_im7_conditional_access,No data plane; CA applies at Entra ID/ARM level not per-PIP resource,publicip,High,Wide,6
IM-8,Service Credential and Secrets Support Integration and Storage in Azure Key Vault,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/im_publicip,check_im8_keyvault_secrets,PIP stores no credentials or secrets; KV integration not applicable,publicip,High,Wide,6
LT-1,Microsoft Defender for Service — Azure Public IP,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/lt_publicip,check_lt1_defender,No Defender for Public IP product; DDoS Protection Standard provides PIP-level attack detection,publicip,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,diagnosticSettings.logs + metrics (DDoSProtectionNotifications / AllMetrics),publicip/lt_publicip,check_lt4_resource_logs,DiagnosticSettings with any enabled log (DDoSProtectionNotifications etc.) or metric → PASS,publicip,High,Wide,6
BR-1,Azure Backup,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/br_publicip,check_br1_azure_backup,Azure Backup not supported for PIP; PIP recreatable from IaC; Static SKU retains IP on redeploy,publicip,Medium,Wide,4
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/br_publicip,check_br1_native_backup,No native backup; use Static SKU + IaC in source control as compensating control,publicip,Medium,Wide,4
AM-2,Azure Policy Support,True,False,implemented,implemented,tags,publicip/am_publicip,check_am2_policy,Resource tags present → PASS proxy for policy governance; no tags → FAIL,publicip,Medium,Wide,4
AM-5,Microsoft Defender for Cloud — Adaptive Application Controls,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/am_publicip,check_am5_defender_aac,PaaS network resource; AAC targets VMs and Arc-enabled servers only,publicip,Medium,Wide,4
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no local admin concept),publicip/pa_publicip,check_pa1_local_admin,Managed network resource; no local admin; ARM RBAC with Entra ID is the only access model,publicip,High,Narrow,3
PA-7,Azure RBAC for Data Plane,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no data plane),publicip/pa_publicip,check_pa7_rbac_data_plane,No data plane; management via ARM RBAC (Network Contributor role),publicip,High,Narrow,3
PA-8,Customer Lockbox,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pa_publicip,check_pa8_customer_lockbox,PIP not in Customer Lockbox supported services GA list,publicip,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/es_publicip,check_es1_edr,PaaS; EDR deploys on VMs/containers using the PIP — not on PIP itself,publicip,Medium,Wide,4
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/es_publicip,check_es2_antimalware,PaaS; antimalware not applicable to an IP address object,publicip,Medium,Wide,4
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/es_publicip,check_es3_antimalware_health,PaaS; no antimalware health monitoring concept for PIP,publicip,Medium,Wide,4
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv3_automation_state_config,PaaS; Automation State Config targets VMs/Arc; no OS substrate on PIP,publicip,Low,Wide,2
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv3_guest_config_agent,PaaS; guest config agent requires VM or Arc substrate — not deployable on PIP,publicip,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv3_custom_container_images,PaaS; no container image concept applies to a PIP,publicip,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv3_custom_vm_images,PaaS; no VM image concept applies to a PIP,publicip,Low,Wide,2
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv5_defender_va,PaaS; Defender VA targets VMs/containers/App Service/SQL — PIP not in supported list,publicip,Low,Wide,2
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv6_update_management,PaaS; Update Management targets VMs; PIP has no OS or patch surface,publicip,Low,Wide,2
