asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes
DP-6,Key Management in Azure Key Vault,True,False,implemented,implemented,automationAccount.properties.encryption.keyVaultProperties.keyUri,,,LIVE-DIRECT: Azure Automation supports CMK key rotation via Key Vault; check properties.encryption.keyVaultProperties.keyUri for active KV reference
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Automation Account is PaaS; no local admin account concept; not_applicable
IM-1,Local Authentication Methods for Data Plane Access,True,False,implemented,implemented,N/A — LIVE→behavior check,,,LIVE-DIRECT: Azure Automation supports local credential assets (stored username/password); customers should prefer Managed Identity over stored credentials; review credential asset usage for least-privilege compliance
IM-3,Managed Identities,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Automation Account supports system-assigned and user-assigned managed identities; MI replaces deprecated Run As account for runbook authentication; platform-enforced
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Automation Account runbooks and configuration not backed up by Azure Backup; source control integration recommended for versioning; not_applicable
NS-1,Network Security Group Support,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,"feature_supported=Not Applicable; Azure Automation Account is PaaS; NSG applies to Hybrid Worker VMs (customer-managed), not the Account endpoint; not_applicable at Account level"
NS-2,Azure Private Link,True,False,implemented,implemented,automationAccount.properties.privateEndpointConnections,,,LIVE-DIRECT: Azure Automation Account supports private endpoints for webhook and management API traffic; check properties.privateEndpointConnections length > 0
LT-4,Azure Resource Logs,True,False,implemented,implemented,DiagnosticSettings(automationAccount.id).logs,,,"LIVE-DIRECT: Azure Automation emits diagnostic logs (JobLogs, JobStreams, DscNodeStatus, AuditEvent); check DiagnosticSettings for at least one log category enabled"
DP-1,Sensitive Data Discovery and Classification,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; data classification is customer responsibility on data processed by runbooks; Azure Automation does not perform discovery on runbook inputs/outputs; not_applicable
IM-3,Service Principals,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Azure Automation Run As account (service principal) deprecated October 2023; Microsoft recommends migrating to Managed Identity; still_not_applicable for current implementations
NS-1,Virtual Network Integration,True,False,implemented,implemented,automationAccount.properties.privateEndpointConnections,,,LIVE-DIRECT: Azure Automation integrates with customer VNet via Hybrid Runbook Worker Group; check hybridRunbookWorkerGroup configured for private network execution; private endpoints also supported for PaaS control plane
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; PaaS Account; no compute or OS layer to scan at Account level; not_applicable
