asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
DP-4,Data at Rest Encryption Using Platform Keys,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,Medium,Wide,4
DP-3,Data in Transit Encryption,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,Medium,Wide,4
DP-2,Data Leakage/Loss Prevention,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
NS-2,Disable Public Network Access,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,Medium,Wide,4
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
IM-3,Managed Identities,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,Medium,Wide,4
NS-1,Network Security Group Support,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
NS-2,Azure Private Link,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
LT-4,Azure Resource Logs,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,Medium,Wide,4
IM-3,Service Principals,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,High,Wide,6
NS-1,Virtual Network Integration,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in MCSB v3 baseline; THIM is a public platform endpoint; no VNet integration concept; not_applicable,trustedhardwareim,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable,trustedhardwareim,Low,Wide,2
