asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
PA-7,Azure RBAC for Data Plane,True,False,implemented,implemented,Microsoft.MixedReality/spatialAnchorsAccounts/*/read (RBAC assignment),,,LIVE-DIRECT: Azure RBAC controls anchor account access; Spatial Anchors Account Owner/Contributor built-in roles; deprecated November 2024,spatialanchors,High,Wide,6
DP-7,Certificate Management in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Spatial Anchors does not use Key Vault for certificate management; deprecated November 2024; not_applicable,spatialanchors,Medium,Wide,4
IM-7,Conditional Access for Data Plane,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Conditional Access evaluates Entra ID sign-in; Spatial Anchors API token auth not directly CA-evaluated; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
PA-8,Customer Lockbox,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Spatial Anchors not in Customer Lockbox supported service list; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
PV-3,Custom Containers Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Spatial Anchors does not run customer container workloads; deprecated November 2024; not_applicable,spatialanchors,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Spatial Anchors PaaS does not expose VM image customization; deprecated November 2024; not_applicable,spatialanchors,Low,Wide,2
DP-5,Data at Rest Encryption Using CMK,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not support CMK; deprecated November 2024; not_applicable,spatialanchors,Medium,Wide,4
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable; deprecated November 2024",spatialanchors,Medium,Narrow,2
DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable; deprecated November 2024",spatialanchors,Medium,Narrow,2
DP-2,Data Leakage/Loss Prevention,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not support DLP controls; deprecated November 2024; not_applicable,spatialanchors,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; no Microsoft Defender plan for Spatial Anchors; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
NS-2,Disable Public Network Access,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not support disabling public network access; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR targets customer-managed endpoints; PaaS Spatial Anchors not applicable; deprecated November 2024; not_applicable,spatialanchors,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Spatial Anchors does not use Key Vault for key management; deprecated November 2024; not_applicable,spatialanchors,Medium,Wide,4
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors PaaS does not expose local admin accounts; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
,Local Authentication Methods for Data Plane Access,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Local auth keys supported for Spatial Anchors SDK; source xlsx row has missing ASB control ID; deprecated November 2024,spatialanchors,Low,Narrow,1
IM-1,Local Authentication Methods for Data Plane Access,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Local auth (account key) supported alongside AAD; customers should prefer AAD; deprecated November 2024,spatialanchors,High,Narrow,3
IM-3,Managed Identities,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not support Managed Identity assignment; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not support native backup; deprecated November 2024; not_applicable,spatialanchors,Medium,Wide,4
NS-1,Network Security Group Support,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not support VNet/NSG integration; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
NS-2,Azure Private Link,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not support Private Link; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
LT-4,Azure Resource Logs,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not emit Azure Monitor resource logs; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Spatial Anchors does not support data discovery or classification; deprecated November 2024; not_applicable,spatialanchors,Medium,Wide,4
IM-3,Service Principals,True,False,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Service Principals supported for Spatial Anchors auth via AAD app registration; deprecated November 2024,spatialanchors,High,Wide,6
NS-1,Virtual Network Integration,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Spatial Anchors does not support VNet integration; deprecated November 2024; not_applicable,spatialanchors,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment targets customer VMs; PaaS Spatial Anchors service not applicable; deprecated November 2024; not_applicable,spatialanchors,Low,Wide,2
