"asb_control_id","feature_name","feature_supported_original","feature_enabled_by_default_original","status_2025","verdict_2025","azure_api_property","script_module","script_function","notes"
"BR-1","Service Native Backup Capability","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Intelligent Recommendations does not support native backup; not_applicable"
"NS-1","Network Security Group Support","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Intelligent Recommendations does not support VNet/NSG integration; not_applicable"
"NS-2","Azure Private Link","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Intelligent Recommendations does not support Private Link; not_applicable"
"LT-4","Azure Resource Logs","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False in MCSB v3 baseline; Azure Intelligent Recommendations does not support Azure Monitor resource logs; operational telemetry limited to metrics; not_applicable"
"LT-4","Azure Resource Logs","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False in MCSB v3 baseline; Azure Intelligent Recommendations does not support Azure Monitor resource logs; operational telemetry limited to metrics; not_applicable"
"DP-1","Sensitive Data Discovery and Classification","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Intelligent Recommendations does not support data discovery or classification; not_applicable"
"IM-3","Service Principals","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: Service Principals supported for Intelligent Recommendations API authentication; standard AAD app-registration pattern"
"IM-3","Service Principals","True","True","implemented","implemented","N/A — microsoft_managed PASS static","","","microsoft_managed: Service Principals supported for Intelligent Recommendations API authentication; standard AAD app-registration pattern"
"NS-1","Virtual Network Integration","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False; Intelligent Recommendations does not support VNet integration; not_applicable"
"PV-5","Vulnerability Assessment using Microsoft Defender","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; Vulnerability Assessment targets customer VMs; PaaS service not applicable"
