asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; control-plane service; no VM image management; not_applicable
DP-5,Data at Rest Encryption Using CMK,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; Azure Lighthouse stores only delegation metadata; no customer data requiring CMK; not_applicable
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Lighthouse delegation metadata and registration definitions encrypted at rest using Microsoft-managed keys; platform-enforced
DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: All Azure Lighthouse ARM management API calls enforce TLS 1.2+; delegation operations use HTTPS exclusively; platform-enforced
DP-2,Data Leakage/Loss Prevention,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Lighthouse stores delegation configuration only; DLP not applicable; not_applicable
LT-1,Microsoft Defender for Service / Product Offering,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Lighthouse is a control-plane delegation framework; no Defender product offering for Lighthouse; not_applicable
NS-2,Disable Public Network Access,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Lighthouse is accessed via ARM REST API; no public network access toggle; not_applicable
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; control-plane service; no endpoint layer; not_applicable
DP-6,Key Management in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Lighthouse has no encryption key management; not_applicable
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Lighthouse delegation uses AAD principals; no local admin concept; not_applicable
IM-1,Local Authentication Methods for Data Plane Access,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Lighthouse uses AAD principal-based delegation; no local auth method concept; not_applicable
IM-3,Managed Identities,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,"feature_supported=Not Applicable; Lighthouse delegation uses user, group, or service principal IDs from managing tenant; managed identity concept not applicable to delegation model"
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Lighthouse delegation configuration stored in ARM; backup concept not applicable; customer should version registrationDefinitions via IaC; not_applicable
NS-1,Network Security Group Support,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Lighthouse is a pure control-plane service; no VNet or NSG concept; not_applicable
NS-2,Azure Private Link,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Lighthouse accessed via ARM API; Private Link not applicable to Lighthouse delegation; not_applicable
LT-4,Azure Resource Logs,False,Not Applicable,now_applicable_native,now_applicable_native,ActivityLog.filter(operationName='Microsoft.ManagedServices/*'),,,"now_applicable_native: MCSB v3 baseline recorded False but Azure Lighthouse now generates Activity Log events for all delegation operations (registration assignments, access grants) under Microsoft.ManagedServices namespace; auditable via Azure Monitor Activity Log queries; script check deferred to later phase"
DP-1,Sensitive Data Discovery and Classification,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Lighthouse stores only delegation configuration metadata; data classification not applicable; not_applicable
IM-3,Service Principals,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Lighthouse delegation model uses principal IDs from managing tenant; no separate service principal management at Lighthouse level; not_applicable
NS-1,Virtual Network Integration,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Lighthouse is a control-plane delegation service; VNet integration not applicable; not_applicable
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; control-plane service; no compute or OS layer to scan; not_applicable
