asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes
DP-2,Data Leakage/Loss Prevention,True,False,implemented,implemented,vault.properties.securitySettings.immutabilitySettings.state,,,LIVE-DIRECT: Azure Backup supports immutable vaults (WORM-protected backup data); check properties.securitySettings.immutabilitySettings.state — Locked or Unlocked = configured; Disabled = not configured
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False; no Microsoft Defender plan for Azure Backup vault as a service resource; Defender for Storage covers underlying storage but not the Backup vault itself; not_applicable
NS-2,Disable Public Network Access,True,False,implemented,implemented,vault.properties.publicNetworkAccess,,,LIVE-DIRECT: Recovery Services Vault supports disabling public network access; check properties.publicNetworkAccess == Disabled
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; PaaS vault; no compute or endpoint layer; not_applicable
DP-6,Key Management in Azure Key Vault,True,False,implemented,implemented,vault.properties.encryption.keyVaultProperties.keyUri,,,LIVE-DIRECT: Azure Backup supports CMK key rotation via Key Vault; check keyVaultProperties.keyUri for active KV reference; CMK enables key revocation for data access control
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Backup vault is PaaS; no local admin account concept; not_applicable
IM-1,Local Authentication Methods for Data Plane Access,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Backup vault has no data plane local auth concept; vault access requires AAD token; not_applicable
IM-3,Managed Identities,False,Not Applicable,now_applicable_native,now_applicable_native,vault.identity.type,,,now_applicable_native: MCSB v3 baseline recorded False but Azure Backup gained system-assigned managed identity support (2022+); Recovery Services Vault can use MI for CMK key access and cross-subscription restore; check vault.identity.type for SystemAssigned; script check deferred to later phase
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Backup IS the backup service; the concept of a service backing itself up is not applicable; vault configuration and data are replicated by the platform internally
NS-1,Network Security Group Support,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Recovery Services Vault is a PaaS resource without subnet or VNet attachment; NSG does not apply; network isolation handled via Private Link (NS-2)
NS-2,Azure Private Link,True,False,implemented,implemented,vault.properties.privateEndpointConnections,,,LIVE-DIRECT: Recovery Services Vault supports private endpoints for backup and restore traffic; check properties.privateEndpointConnections length > 0
LT-4,Azure Resource Logs,True,False,implemented,implemented,DiagnosticSettings(vault.id).logs,,,"LIVE-DIRECT: Recovery Services Vault emits diagnostic logs (AzureBackupReport, CoreAzureBackup, AddonAzureBackupJobs etc.); check DiagnosticSettings for at least one log category enabled"
DP-1,Sensitive Data Discovery and Classification,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; backup data classification is customer responsibility on source resources; Azure Backup does not perform data discovery on backup items; not_applicable
IM-3,Service Principals,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Azure Backup management uses ARM RBAC and managed identity (system-assigned); no explicit service principal auth model for vault access; not_applicable
NS-1,Virtual Network Integration,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Recovery Services Vault is not deployed into a customer VNet; network isolation via Private Link; VNet integration not applicable
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; PaaS vault; no compute or OS layer to scan; not_applicable
