"asb_control_id","feature_name","feature_supported_original","feature_enabled_by_default_original","status_2025","verdict_2025","azure_api_property","script_module","script_function","notes"
"PA-7","Azure RBAC for Data Plane","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"DP-7","Certificate Management in Azure Key Vault","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"IM-7","Conditional Access for Data Plane","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"PA-8","Customer Lockbox","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"PV-3","Custom Containers Images","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"PV-3","Custom VM Images","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"DP-5","Data at Rest Encryption Using CMK","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"DP-4","Data at Rest Encryption Using Platform Keys","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"DP-3","Data in Transit Encryption","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"DP-2","Data Leakage/Loss Prevention","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"LT-1","Microsoft Defender for Service / Product Offering","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"NS-2","Disable Public Network Access","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"ES-1","EDR Solution","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"DP-6","Key Management in Azure Key Vault","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"PA-1","Local Admin Accounts","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"IM-1","Local Authentication Methods for Data Plane Access","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"IM-3","Managed Identities","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"BR-1","Service Native Backup Capability","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"NS-1","Network Security Group Support","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"NS-2","Azure Private Link","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"LT-4","Azure Resource Logs","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"DP-1","Sensitive Data Discovery and Classification","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"IM-3","Service Principals","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
"NS-1","Virtual Network Integration","False","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=False in MCSB v3 baseline; THIM is a public platform endpoint; no VNet integration concept; not_applicable"
"PV-5","Vulnerability Assessment using Microsoft Defender","Not Applicable","Not Applicable","still_not_applicable","still_not_applicable","","","","feature_supported=Not Applicable; THIM is a transparent platform caching service for hardware attestation certificates; fully Microsoft-managed; no customer-configurable controls; not_applicable"
