asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no local admin),firewallmanager/pa_firewallmanager,check_pa1_local_admin,ARM RBAC with Entra ID only; no local admin concept
PA-7,Azure RBAC for Data Plane,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no data plane),firewallmanager/pa_firewallmanager,check_pa7_rbac_data_plane,Feature=N/A in MCSB v3; no data plane; ARM RBAC (Network Contributor)
PA-8,Customer Lockbox,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/pa_firewallmanager,check_pa8_customer_lockbox,AFM/Firewall Policy not in Customer Lockbox supported services
ES-1,EDR Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/es_firewallmanager,check_es1_edr,PaaS; EDR on VMs protected by firewalls — not on policy resource
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/es_firewallmanager,check_es2_antimalware,PaaS; antimalware not applicable; Azure Firewall Premium IDPS provides network threat detection
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/es_firewallmanager,check_es3_antimalware_health,PaaS; no antimalware health monitoring for policy resource
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/pv_firewallmanager,check_pv3_automation_state_config,PaaS; Automation State Config targets VMs/Arc; no OS substrate
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/pv_firewallmanager,check_pv3_guest_config_agent,PaaS; guest config requires VM/Arc substrate
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/pv_firewallmanager,check_pv3_custom_container_images,PaaS; no container concept for policy resource
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/pv_firewallmanager,check_pv3_custom_vm_images,PaaS; no VM image concept for policy resource
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/pv_firewallmanager,check_pv5_defender_va,PaaS; Defender VA not in supported services list for Firewall Policy
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,firewallmanager/pv_firewallmanager,check_pv6_update_management,PaaS; no OS/patch surface
