asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
PA-7,Azure RBAC for Data Plane,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure RBAC for Data Plane enabled by default on databricks; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Narrow,3
DP-7,Certificate Management in Azure Key Vault,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Certificate Management in Azure Key Vault not applicable to this service by design; not_applicable_paas,databricks,Medium,Wide,4
IM-7,Conditional Access for Data Plane,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Conditional Access for Data Plane enabled by default on databricks; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Narrow,3
PA-8,Customer Lockbox,True,False,implemented,implemented,Customer Lockbox: https://docs.microsoft.com/azure/security/fundamentals/customer-lockbox-overview,,,LIVE-DIRECT: Customer Lockbox supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Wide,6
PV-3,Custom Containers Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Custom Containers Images not applicable to this service by design; not_applicable_paas,databricks,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Custom VM Images not applicable to this service by design; not_applicable_paas,databricks,Low,Wide,2
DP-5,Data at Rest Encryption Using CMK,True,False,implemented,implemented,Data at Rest Encryption Using CMK in Databricks: https://docs.microsoft.com/azure/databricks/security/keys/customer-managed-key-managed-services-azure,,,LIVE-DIRECT: Data at Rest Encryption Using CMK supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,Medium,Wide,4
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Data at Rest Encryption Using Platform Keys enabled by default on databricks; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,Medium,Narrow,2
DP-3,Data in Transit Encryption,True,False,implemented,implemented,Data in transit Encryption for Databricks: https://docs.microsoft.com/azure/databricks/security/encryption/encrypt-otw,,,LIVE-DIRECT: Data in Transit Encryption supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,Medium,Wide,4
DP-2,Data Leakage/Loss Prevention,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Data Leakage/Loss Prevention not applicable to this service by design; not_applicable_paas,databricks,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Microsoft Defender for Service / Product Offering not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Wide,6
NS-2,Disable Public Network Access,True,False,implemented,implemented,IP Access list in Databricks: https://docs.microsoft.com/azure/databricks/security/network/ip-access-list,,,LIVE-DIRECT: Disable Public Network Access supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR Solution not applicable to this service by design; not_applicable_paas,databricks,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,True,False,implemented,implemented,Key management in Databricks: https://docs.microsoft.com/azure/databricks/security/secrets/,,,LIVE-DIRECT: Key Management in Azure Key Vault supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,Medium,Wide,4
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Local Admin Accounts not applicable to this service by design; not_applicable_paas,databricks,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Local Authentication Methods for Data Plane Access not applicable to this service by design; not_applicable_paas,databricks,High,Wide,6
IM-3,Managed Identities,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Managed Identities not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Wide,6
BR-1,Service Native Backup Capability,True,False,implemented,implemented,Regional disaster recovery for Azure Databricks clusters: https://learn.microsoft.com/azure/databricks/scenarios/howto-regional-disaster-recovery,,,LIVE-DIRECT: Service Native Backup Capability supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,Medium,Wide,4
NS-1,Network Security Group Support,True,False,implemented,implemented,Network Security Group: https://docs.microsoft.com/azure/virtual-network/manage-network-security-group,,,LIVE-DIRECT: Network Security Group Support supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Wide,6
NS-2,Azure Private Link,False,Not Applicable,now_applicable_native,now_applicable_native,Microsoft.Databricks/workspaces/privateEndpointConnections,,,now_applicable_native: Azure Databricks supports Private Link for workspace access; both front-end (user) and back-end (compute) private endpoints supported; GA 2022 | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Narrow,3
LT-4,Azure Resource Logs,True,False,implemented,implemented,Resource logs in Databricks: https://docs.microsoft.com/azure/databricks/administration-guide/account-settings/azure-diagnostic-logs,,,LIVE-DIRECT: Azure Resource Logs supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Sensitive Data Discovery and Classification not applicable to this service by design; not_applicable_paas,databricks,Medium,Wide,4
IM-3,Service Principals,True,False,implemented,implemented,Service principal in Databricks: https://docs.microsoft.com/azure/databricks/administration-guide/users-groups/service-principals,,,LIVE-DIRECT: Service Principals supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Wide,6
NS-1,Virtual Network Integration,True,False,implemented,implemented,Databricks VNET Integration: https://docs.microsoft.com/azure/databricks/administration-guide/cloud-configurations/azure/vnet-inject,,,LIVE-DIRECT: Virtual Network Integration supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment using Microsoft Defender not applicable to this service by design; not_applicable_paas,databricks,Low,Wide,2
PV-3,No Related Feature,No Related Feature,No Related Feature,still_not_applicable,still_not_applicable,,,,feature_supported=No Related Feature; No Related Feature; not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-databricks-security-baseline,databricks,Low,Wide,2
