asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Data at Rest Encryption Using Platform Keys enabled by default on filesync; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,Medium,Narrow,2
DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Data in Transit Encryption enabled by default on filesync; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,Medium,Narrow,2
DP-2,Data Leakage/Loss Prevention,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Data Leakage/Loss Prevention not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Microsoft Defender for Service / Product Offering not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,High,Wide,6
NS-2,Disable Public Network Access,True,False,implemented,implemented,Restrict access to the public endpoints: https://docs.microsoft.com/azure/storage/file-sync/file-sync-networking-endpoints?tabs=azure-portal?tabs=azure-portal#restrict-access-to-the-public-endpoints,,,LIVE-DIRECT: Disable Public Network Access supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR Solution not applicable to this service by design; not_applicable_paas,filesync,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Key Management in Azure Key Vault not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,Medium,Wide,4
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Local Admin Accounts not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Local Authentication Methods for Data Plane Access not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,High,Wide,6
IM-3,Managed Identities,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Managed Identities not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,High,Wide,6
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Service Native Backup Capability not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,Medium,Wide,4
NS-1,Network Security Group Support,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Network Security Group Support not applicable to this service by design; not_applicable_paas,filesync,High,Wide,6
NS-2,Azure Private Link,True,False,implemented,now_applicable_native,File Sync Networking Endpoints: https://docs.microsoft.com/azure/storage/file-sync/file-sync-networking-endpoints?tabs=azure-portal,,,LIVE-DIRECT: Azure Private Link supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline | Q1-C June 2026 confirmed: Azure File Sync DOES support private endpoints via Microsoft.StorageSync/storageSyncServices. DNS: privatelink.afs.azure.net. Verdict updated to now_applicable_native. Source: https://learn.microsoft.com/en-us/azure/storage/file-sync/file-sync-networking-endpoints,filesync,High,Wide,6
LT-4,Azure Resource Logs,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Azure Resource Logs not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Sensitive Data Discovery and Classification not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,Medium,Wide,4
IM-3,Service Principals,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Service Principals enabled by default on filesync; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,High,Narrow,3
NS-1,Virtual Network Integration,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Virtual Network Integration not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-file-sync-security-baseline,filesync,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment using Microsoft Defender not applicable to this service by design; not_applicable_paas,filesync,Low,Wide,2
