asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
PA-7,Azure RBAC for Data Plane,True,False,implemented,implemented,Built-in Azure RBAC roles for Azure Virtual Desktop: https://docs.microsoft.com/azure/virtual-desktop/rbac,,,LIVE-DIRECT: Azure RBAC for Data Plane supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
DP-7,Certificate Management in Azure Key Vault,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Certificate Management in Azure Key Vault not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Wide,4
IM-7,Conditional Access for Data Plane,True,False,now_applicable_native,now_applicable_native,Microsoft.DesktopVirtualization/hostpools/properties/customRdpProperty,,,LIVE-DIRECT: Conditional Access for Data Plane supported but not enabled by default on Azure Virtual Desktop; verify Microsoft.DesktopVirtualization/hostpools/properties/customRdpProperty | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline | Entra ID Conditional Access required for AVD connections. Policies applied at Entra ID level (not ARM property on hostPool). MFA + compliant device enforced on user connection request. Source: https://learn.microsoft.com/en-us/azure/virtual-desktop/set-up-mfa,virtualdesktop,High,Wide,6
PA-8,Customer Lockbox,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Customer Lockbox not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
PA-8,Customer Lockbox,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Customer Lockbox not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
PV-3,Custom Containers Images,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Custom Containers Images not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Low,Wide,2
PV-3,Custom VM Images,True,False,implemented,implemented,Operating systems and licenses: https://docs.microsoft.com/azure/virtual-desktop/prerequisites#operating-systems-and-licenses,,,LIVE-DIRECT: Custom VM Images supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Low,Wide,2
DP-5,Data at Rest Encryption Using CMK,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Data at Rest Encryption Using CMK not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Wide,4
DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Data at Rest Encryption Using Platform Keys enabled by default on virtualdesktop; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Narrow,2
DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Data in Transit Encryption enabled by default on virtualdesktop; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Narrow,2
DP-2,Data Leakage/Loss Prevention,True,False,implemented,implemented,Microsoft.DesktopVirtualization/hostpools/properties/rdpProperties — RDP clipboard/drive redirect,,,LIVE-DIRECT: Data Leakage/Loss Prevention supported but not enabled by default on Azure Virtual Desktop; verify Microsoft.DesktopVirtualization/hostpools/properties/rdpProperties — RDP clipboard/drive redirect | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Wide,4
LT-1,Microsoft Defender for Service / Product Offering,True,False,implemented,implemented,Onboard Windows devices in Azure Virtual Desktop: https://docs.microsoft.com/microsoft-365/security/defender-endpoint/onboard-windows-multi-session-device?view=o365-worldwide,,,LIVE-DIRECT: Microsoft Defender for Service / Product Offering supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
NS-2,Disable Public Network Access,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Disable Public Network Access not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
ES-1,EDR Solution,True,False,implemented,implemented,Enable endpoint protection: https://learn.microsoft.com/azure/virtual-desktop/security-guide#enable-endpoint-protection,,,LIVE-DIRECT: EDR Solution supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Key Management in Azure Key Vault not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Wide,4
PA-1,Local Admin Accounts,True,False,implemented,implemented,Microsoft.DesktopVirtualization/hostpools/properties/vmTemplate,,,LIVE-DIRECT: Local Admin Accounts supported but not enabled by default on Azure Virtual Desktop; verify Microsoft.DesktopVirtualization/hostpools/properties/vmTemplate | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
IM-1,Local Authentication Methods for Data Plane Access,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Local Authentication Methods for Data Plane Access not applicable to this service by design; not_applicable_paas,virtualdesktop,High,Wide,6
IM-3,Managed Identities,True,False,implemented,implemented,Set up managed identities: https://docs.microsoft.com/azure/virtual-desktop/remote-app-streaming/identities,,,LIVE-DIRECT: Managed Identities supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Service Native Backup Capability not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Wide,4
NS-1,Network Security Group Support,True,False,implemented,implemented,Tutorial: Create a host pool: https://learn.microsoft.com/azure/virtual-desktop/create-host-pools-azure-marketplace?tabs=azure-portal,,,LIVE-DIRECT: Network Security Group Support supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
NS-2,Azure Private Link,True,False,now_applicable_native,now_applicable_native,Microsoft.DesktopVirtualization/hostpools/privateEndpointConnections,,,now_applicable_native: Azure Virtual Desktop supports Private Link for host pool and workspace connections; GA 2022; isolates AVD management and session traffic | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline | ARM: Microsoft.DesktopVirtualization/workspaces/privateEndpointConnections + Microsoft.DesktopVirtualization/hostPools/privateEndpointConnections. Two sub-resources: feed (workspace) and connection (host pool). Source: https://learn.microsoft.com/en-us/azure/virtual-desktop/private-link-overview,virtualdesktop,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,Push diagnostics data to your workspace: https://docs.microsoft.com/azure/virtual-desktop/diagnostics-log-analytics#push-diagnostics-data-to-your-workspace,,,LIVE-DIRECT: Azure Resource Logs supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,True,False,implemented,implemented,Microsoft.DesktopVirtualization/hostpools/properties — Purview scan on session host data,,,LIVE-DIRECT: Sensitive Data Discovery and Classification supported but not enabled by default on Azure Virtual Desktop; verify Microsoft.DesktopVirtualization/hostpools/properties — Purview scan on session host data | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Medium,Wide,4
IM-3,Service Principals,True,False,implemented,implemented,Tutorial: Create service principals and role assignments with PowerShell in Azure Virtual Desktop (classic): https://docs.microsoft.com/azure/virtual-desktop/virtual-desktop-fall-2019/create-service-principal-role-powershell,,,LIVE-DIRECT: Service Principals supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
NS-1,Virtual Network Integration,True,False,implemented,implemented,Tutorial: Create a host pool: https://learn.microsoft.com/azure/virtual-desktop/create-host-pools-azure-marketplace?tabs=azure-portal,,,LIVE-DIRECT: Virtual Network Integration supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,True,False,implemented,implemented,Enable Microsoft Defender for Cloud: https://learn.microsoft.com/azure/virtual-desktop/security-guide#enable-microsoft-defender-for-cloud,,,LIVE-DIRECT: Vulnerability Assessment using Microsoft Defender supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-virtual-desktop-security-baseline,virtualdesktop,Low,Wide,2
