asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
DP-7,Certificate Management in Azure Key Vault,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/dp_azuredns,check_dp7_cert_kv,"DNS Zone manages DNS records not TLS certificates; KV cert management not applicable | Exa 2026-06-18: Azure DNS manages DNS records, not TLS certificates. TXT/CAA records can reference certificate issuance policy but the zone resource itself uses no certificates. KV cert management not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview",azuredns,Medium,Wide,4
IM-1,Disable Local Authentication Methods,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/im_azuredns,check_im1_local_auth_methods,DNS query plane for Public zones is unauthenticated by protocol design (RFC 1035); no local auth to disable | Exa 2026-06-18: DNS query plane for Public zones is unauthenticated by protocol design (RFC 1035). There is no local authentication mechanism to disable. Management plane access is enforced through ARM with Entra ID. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,High,Wide,6
IM-1,Azure AD Authentication Required,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/im_azuredns,check_im1_aad_auth_required,DNS queries are unauthenticated; ARM management plane enforces Entra ID automatically; no per-zone disable_local_auth property | Exa 2026-06-18: DNS queries are unauthenticated (DNS protocol). ARM management plane automatically requires Entra ID. No disable_local_auth property exists on DNS Zone resource. Not applicable as a configurable control. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,High,Wide,6
IM-3,Managed Identities for Azure Service Access,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/im_azuredns,check_im3_managed_identities,DNS Zone is passive hosting service making no outbound calls; MI not applicable | Exa 2026-06-18: DNS Zone is a passive DNS hosting service making no outbound service connections. Managed Identity is for services that call other Azure services. DNS Zone itself has no identity assignment and makes no outbound calls requiring MI. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,High,Wide,6
IM-3,Service Principals,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/im_azuredns,check_im3_service_principals,DNS Zone makes no outbound connections; SP usage by operators is PA-7 scope not IM-3 on zone resource | Exa 2026-06-18: DNS Zone makes no outbound connections. Service principal usage not applicable to the zone resource itself. Service principals are used BY OPERATORS to manage DNS zones via ARM — that is PA-7 scope. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,High,Wide,6
IM-7,Conditional Access,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/im_azuredns,check_im7_conditional_access,"CA applies to ARM management plane at Entra ID level; DNS query plane has no authentication and no CA concept | Exa 2026-06-18: Conditional Access policies apply to ARM management plane authentication. DNS query plane has no authentication and therefore no CA concept. CA on management plane is enforced at Entra ID level, not per-zone. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview",azuredns,High,Wide,6
IM-8,Key/Secret/Certificate Management in Azure Key Vault,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/im_azuredns,check_im8_keyvault_secrets,"DNS Zone stores no secrets; KV not applicable to zone resource | Exa 2026-06-18: DNS Zone stores no secrets, keys, or certificates. KV not applicable to zone resource. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview",azuredns,High,Wide,6
LT-1,Microsoft Defender for DNS,True,False,implemented,implemented,pricing.pricing_tier,azuredns/lt_azuredns,check_lt1_defender,Subscription-level check via SecurityCenter.pricings.get(scope='/subscriptions/{sub}' pricing_name='Dns'); Standard→PASS; Free→FAIL; handle ResourceNotFoundError (plan may be deprecated/merged in newer tenants),azuredns,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,diagnostic_settings,azuredns/lt_azuredns,check_lt4_resource_logs,DiagnosticSettings on zone.id via MonitorManagementClient; key categories: QueryVolume/VirtualNetworkLinkWithRegistration/VirtualNetworkLink; any enabled log→PASS,azuredns,High,Wide,6
BR-1,Azure Backup,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/br_azuredns,check_br1_azure_backup,Azure Backup not supported for DNS Zones; records exportable via az network dns zone export; IaC is primary compensating control | Exa 2026-06-18: Azure Backup does not support DNS Zones. DNS Zone records can be exported via 'az network dns zone export' and stored as zone files. IaC (ARM/Bicep/Terraform) is the primary backup mechanism. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Medium,Wide,4
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/br_azuredns,check_br1_native_backup,No native backup product for Azure DNS; zone file export and IaC (ARM/Bicep/Terraform) serve as compensating controls | Exa 2026-06-18: No native backup product for Azure DNS. Zone file export (az network dns zone export) and IaC serve as compensating controls. DNS zones are quickly recreatable from zone files or IaC templates. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Medium,Wide,4
AM-2,Use Only Approved Azure Services — Azure Policy,True,False,implemented,implemented,zone.tags,azuredns/am_azuredns,check_am2_policy,Tags proxy for Azure Policy governance; tags present→PASS; empty tags→FAIL; note auto-provisioned zones in system RGs may lack tags,azuredns,Medium,Wide,4
AM-5,Use Only Approved Applications — Defender AAC,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/am_azuredns,check_am5_defender_aac,PaaS DNS hosting service; Adaptive Application Controls target VMs and Arc-enabled servers; not applicable | Exa 2026-06-18: Adaptive Application Controls target VMs and Arc-enabled servers. DNS Zone is PaaS with no compute substrate. Source: https://learn.microsoft.com/en-us/azure/defender-for-cloud/adaptive-application-controls,azuredns,Medium,Wide,4
PA-1,Limit Local Administrator Accounts,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/pa_azuredns,check_pa1_local_admin,PaaS DNS Zone; no compute substrate; no local administrator concept | Exa 2026-06-18: PaaS DNS Zone; no compute substrate; no local administrator concept. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,High,Wide,6
PA-7,Limit Access via RBAC — DNS Zone Management,True,Customer,conditional,conditional,zone.id (ARM RBAC),azuredns/pa_azuredns,check_pa7_rbac_data_plane,ARM RBAC enforced for DNS zone management (DNS Zone Contributor role); DNS query plane for Public zones is unauthenticated; customer must assign correct roles; UNKNOWN static,azuredns,High,Wide,6
PA-8,Microsoft Support Process — Customer Lockbox,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/pa_azuredns,check_pa8_customer_lockbox,Customer Lockbox not available for Azure DNS; DNS record data is not customer PII | Exa 2026-06-18: Customer Lockbox is not available for Azure DNS. DNS Zone data (DNS records) is not customer PII; Microsoft support scenarios don't require direct customer data access approval flow. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/customer-lockbox-overview,azuredns,High,Wide,6
ES-1,Endpoint Protection using EDR,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/es_azuredns,check_es1_edr,PaaS DNS service; no compute substrate; EDR not applicable | Exa 2026-06-18: PaaS DNS hosting service; no compute substrate; EDR (Defender for Servers/MDE) not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Medium,Wide,4
ES-2,Use of Anti-Malware Software,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/es_azuredns,check_es2_antimalware,PaaS DNS service; no OS or compute; antimalware not applicable | Exa 2026-06-18: PaaS DNS service; no OS or compute; antimalware not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Medium,Wide,4
ES-3,Ensure Anti-Malware Software and Signatures are Updated,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/es_azuredns,check_es3_antimalware_health,PaaS DNS service; no compute; antimalware health check not applicable | Exa 2026-06-18: PaaS DNS service; no compute; antimalware health check not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Medium,Wide,4
PV-3,Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/pv_azuredns,check_pv3_automation_state_config,PaaS DNS Zone; no OS substrate; DSC/Automation State Config not applicable | Exa 2026-06-18: PaaS DNS Zone; no OS substrate; DSC/Automation State Config not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Low,Wide,2
PV-3,Guest Config Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/pv_azuredns,check_pv3_guest_config_agent,PaaS DNS Zone; no VM or OS; Azure Policy Guest Config agent not applicable | Exa 2026-06-18: PaaS DNS Zone; no VM or OS; Azure Policy Guest Config agent not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/pv_azuredns,check_pv3_custom_container_images,PaaS DNS Zone; no container workloads; custom container image control not applicable | Exa 2026-06-18: PaaS DNS Zone; no container workloads; custom container image control not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/pv_azuredns,check_pv3_custom_vm_images,PaaS DNS Zone; no VM substrate; VM image control not applicable | Exa 2026-06-18: PaaS DNS Zone; no VM substrate; VM image control not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Low,Wide,2
PV-5,Vulnerability Assessment,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/pv_azuredns,check_pv5_defender_va,PaaS DNS Zone; no compute; Defender vulnerability assessment not applicable | Exa 2026-06-18: PaaS DNS Zone; no compute; Defender vulnerability assessment (Qualys/MDVM) not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Low,Wide,2
PV-6,Software Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azuredns/pv_azuredns,check_pv6_update_management,PaaS DNS Zone; no OS substrate; Azure Update Manager not applicable | Exa 2026-06-18: PaaS DNS Zone; no OS substrate; Azure Update Manager not applicable. Source: https://learn.microsoft.com/en-us/azure/dns/dns-overview,azuredns,Low,Wide,2
