asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
DP-7,Certificate Management in Azure Key Vault,True,False,implemented,implemented,frontend_endpoints[*].custom_https_configuration.certificate_source,frontdoor/dp_frontdoor,check_dp7_cert_kv,Live: iterate frontend_endpoints; AzureKeyVault→PASS; FrontDoor-managed cert→PASS; no HTTPS→FAIL; early-FAIL pattern,frontdoor,Medium,Wide,4
IM-1,Disable Local Authentication Methods,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/im_frontdoor,check_im1_local_auth_methods,AFD is a PaaS CDN proxy; no local auth concept; data plane connections are HTTP/S with no AFD-managed auth | Exa 2026-06-19: AFD is a PaaS CDN/WAF proxy. Data plane connections are HTTP/S — there is no AFD-managed authentication for client traffic. Management plane uses ARM with Entra ID. No local auth concept to disable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,High,Wide,6
IM-1,Azure AD Authentication Required,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/im_frontdoor,check_im1_aad_auth_required,AFD backend connections use HTTP/S; no AAD auth on AFD data plane; management plane uses ARM/Entra ID automatically | Exa 2026-06-19: AFD does not authenticate end-user traffic with Entra ID — that is done by backend apps. AFD-to-origin connections use HTTP/S with optional private link. No disable_local_auth flag on AFD resource. Management plane auto-enforces Entra ID via ARM. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,High,Wide,6
IM-3,Managed Identities for Azure Service Access,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/im_frontdoor,check_im3_managed_identities,AFD Classic has no MI support; AFD Premium supports MI for KV cert retrieval but not checkable via Classic SDK; UNKNOWN static with note | Exa 2026-06-19: AFD Standard/Premium supports System-assigned MI for Key Vault certificate retrieval (GA 2023). However AFD Classic (azure-mgmt-frontdoor SDK) does not expose identity property. For Classic SDK scope: still_not_applicable. Note for AFD Premium: check profile.identity via CdnManagementClient if Standard/Premium scope needed. Source: https://learn.microsoft.com/en-us/azure/frontdoor/managed-identity,frontdoor,High,Wide,6
IM-3,Service Principals,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/im_frontdoor,check_im3_service_principals,"AFD resource makes no outbound service calls requiring SP; operators use SP/MI to manage AFD via ARM — that is PA-7 scope | Exa 2026-06-19: AFD resource makes no outbound service calls requiring SP identity. Operators use SP or MI to manage AFD via ARM — that is PA-7 scope, not IM-3 on the AFD resource. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview",frontdoor,High,Wide,6
IM-7,Conditional Access,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/im_frontdoor,check_im7_conditional_access,CA enforced at Entra ID level for ARM management plane; AFD data plane is HTTP/S with no CA concept; no per-AFD CA property | Exa 2026-06-19: CA is a tenant-level Entra ID policy for management plane access. AFD data plane is public HTTP/S — no CA on end-user traffic. No per-AFD CA property. still_not_applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,High,Wide,6
IM-8,Restrict Credential/Secret Exposure — Azure Key Vault,True,False,implemented,implemented,frontend_endpoints[*].custom_https_configuration.certificate_source,frontdoor/im_frontdoor,check_im8_keyvault_secrets,Live: same KV cert path as DP-7; AzureKeyVault cert source → PASS (KV manages cert lifecycle); no HTTPS or no KV → FAIL,frontdoor,High,Wide,6
LT-1,Microsoft Defender for Azure Front Door,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/lt_frontdoor,check_lt1_defender,No dedicated Defender for Front Door product in Defender for Cloud portfolio; WAF (NS-2) provides threat detection at application layer | Exa 2026-06-19: No dedicated Microsoft Defender for Front Door product in Defender for Cloud. WAF policy linked to AFD (NS-2 check) provides application-layer threat detection. Defender for Cloud may surface AFD WAF recommendations but has no dedicated pricing tier for this service. Source: https://learn.microsoft.com/en-us/azure/defender-for-cloud/defender-for-cloud-introduction,frontdoor,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,diagnostic_settings,frontdoor/lt_frontdoor,check_lt4_resource_logs,Live: DiagnosticSettings on fd.id; any enabled log → PASS; key categories: FrontdoorAccessLog/FrontdoorWebApplicationFirewallLog,frontdoor,High,Wide,6
BR-1,Azure Backup,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/br_frontdoor,check_br1_azure_backup,"Azure Backup not supported for AFD; AFD config is IaC-recoverable (ARM/Bicep/Terraform); routing rules export compensating control | Exa 2026-06-19: Azure Backup does not support AFD. AFD configuration (routing rules, backend pools, frontend endpoints, WAF policy links) is fully described in ARM and recreatable from IaC. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview",frontdoor,Medium,Wide,4
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/br_frontdoor,check_br1_native_backup,No native backup for AFD; AFD resource config export via az network front-door show; IaC as primary compensating control | Exa 2026-06-19: No native backup for AFD. Export via az network front-door show --output json > afd-config.json. IaC (ARM/Bicep/Terraform) is primary compensating control. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Medium,Wide,4
AM-2,Use Only Approved Azure Services — Azure Policy,True,True,implemented,implemented,fd.tags,frontdoor/am_frontdoor,check_am2_policy,Live tags proxy; tags present → PASS; empty tags → FAIL; note AFD is a globally distributed resource — tag governance important,frontdoor,Medium,Narrow,2
AM-5,Use Only Approved Applications — Defender AAC,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/am_frontdoor,check_am5_defender_aac,PaaS CDN; Adaptive Application Controls target VMs and Arc-enabled servers; not applicable to AFD | Exa 2026-06-19: PaaS CDN. Adaptive Application Controls target VMs and Arc-enabled servers. Not applicable to AFD. Source: https://learn.microsoft.com/en-us/azure/defender-for-cloud/adaptive-application-controls,frontdoor,Medium,Wide,4
PA-1,Limit Local Administrator Accounts,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/pa_frontdoor,check_pa1_local_admin,PaaS CDN; no compute substrate; no local administrator concept | Exa 2026-06-19: PaaS CDN; no compute substrate; no local administrator concept. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,High,Wide,6
PA-7,Limit Access via RBAC — AFD Management,False,Not Applicable,conditional,conditional,fd.id (ARM RBAC),frontdoor/pa_frontdoor,check_pa7_rbac_data_plane,ARM RBAC enforced for AFD management; built-in role: Front Door Profile Reader; customer must assign; not checkable via read-only ARM without RBAC enumeration; UNKNOWN static,frontdoor,High,Wide,6
PA-8,Microsoft Support Process — Customer Lockbox,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/pa_frontdoor,check_pa8_customer_lockbox,"Customer Lockbox not available for Azure Front Door | Exa 2026-06-19: Customer Lockbox not available for Azure Front Door. AFD resource data (routing config, WAF rules) is not customer PII. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/customer-lockbox-overview",frontdoor,High,Wide,6
ES-1,Endpoint Protection using EDR,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/es_frontdoor,check_es1_edr,PaaS CDN; no compute substrate; EDR not applicable | Exa 2026-06-19: PaaS CDN; no compute substrate; EDR not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Medium,Wide,4
ES-2,Use of Anti-Malware Software,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/es_frontdoor,check_es2_antimalware,PaaS CDN; no OS or compute; antimalware not applicable | Exa 2026-06-19: PaaS CDN; no OS or compute; antimalware not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Medium,Wide,4
ES-3,Ensure Anti-Malware Software and Signatures are Updated,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/es_frontdoor,check_es3_antimalware_health,PaaS CDN; no compute; antimalware health not applicable | Exa 2026-06-19: PaaS CDN; no compute; antimalware health check not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Medium,Wide,4
PV-3,Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/pv_frontdoor,check_pv3_automation_state_config,PaaS CDN; no OS substrate; DSC not applicable | Exa 2026-06-19: PaaS CDN; no OS substrate; DSC/Automation State Config not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Low,Wide,2
PV-3,Guest Config Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/pv_frontdoor,check_pv3_guest_config_agent,PaaS CDN; no VM or OS; Guest Config not applicable | Exa 2026-06-19: PaaS CDN; no VM or OS; Azure Policy Guest Config not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/pv_frontdoor,check_pv3_custom_container_images,PaaS CDN; no container workloads; custom image control not applicable | Exa 2026-06-19: PaaS CDN; no container workloads; custom container image control not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/pv_frontdoor,check_pv3_custom_vm_images,PaaS CDN; no VM substrate; VM image control not applicable | Exa 2026-06-19: PaaS CDN; no VM substrate; VM image control not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Low,Wide,2
PV-5,Vulnerability Assessment,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/pv_frontdoor,check_pv5_defender_va,PaaS CDN; no compute; Defender vulnerability assessment not applicable | Exa 2026-06-19: PaaS CDN; no compute substrate; Defender vulnerability assessment not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Low,Wide,2
PV-6,Software Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,frontdoor/pv_frontdoor,check_pv6_update_management,PaaS CDN; no OS substrate; Azure Update Manager not applicable | Exa 2026-06-19: PaaS CDN; no OS substrate; Azure Update Manager not applicable. Source: https://learn.microsoft.com/en-us/azure/frontdoor/front-door-overview,frontdoor,Low,Wide,2
