asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
IM-3,Service Principals,False,Not Applicable,not_applicable_arm,still_not_applicable,N/A,azurefirewall/im_azurefirewall,check_im3_service_principals,"No data-plane service principal auth for Azure Firewall | Exa 2026-06-18: Service principal authentication for Azure Firewall data plane does not exist. Service principals may be used in ARM RBAC for management operations at the subscription/RG level, but this is not a per-firewall configuration. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#im-3-manage-application-identities-securely-and-automatically",azurefirewall,High,Wide,6
IM-7,Conditional Access for Data Plane,False,Not Applicable,not_applicable_arm,still_not_applicable,N/A,azurefirewall/im_azurefirewall,check_im7_conditional_access,No customer data plane; Conditional Access applies at ARM/Entra level — not per-firewall resource | Exa 2026-06-18: No customer-accessible data plane exists on Azure Firewall. Conditional Access applies to ARM management operations at the Entra ID / subscription level — not configurable per-firewall resource. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#im-7-restrict-resource-access-based-on-conditions,azurefirewall,High,Wide,6
IM-8,Service Credential and Secrets Support Integration and Storage in Azure Key Vault,False,Not Applicable,now_applicable_native,now_applicable_native,transportSecurity.certificateAuthority.keyVaultSecretId,azurefirewall/im_azurefirewall,check_im8_keyvault_secrets,Premium TLS inspection intermediate CA cert stored in KV; key_vault_secret_id set → PASS (now_applicable_native 2024) Source: https://learn.microsoft.com/en-us/azure/firewall/premium-certificates (evidence_date: 2024-06),azurefirewall,High,Narrow,3
LT-1,Microsoft Defender for Service — Azure Firewall,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/lt_azurefirewall,check_lt1_defender,"No dedicated Defender for Firewall product; IDPS (NS-1) provides threat detection in Premium | Exa 2026-06-18: No dedicated Microsoft Defender for Azure Firewall product in the Defender for Cloud portfolio as of 2026. Defender for Cloud surfaces network recommendations and Azure Firewall is recommended as a control, but there is no per-firewall Defender pricing tier. Azure Firewall Premium IDPS (check NS-1) is the native threat detection mechanism. Source: https://learn.microsoft.com/en-us/azure/defender-for-cloud/defender-for-cloud-introduction",azurefirewall,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,diagnosticSettings.logs[AzureFirewallApplicationRule + AzureFirewallNetworkRule],azurefirewall/lt_azurefirewall,check_lt4_resource_logs,DiagnosticSettings with AzureFirewallApplicationRule or AzureFirewallNetworkRule log category enabled → PASS,azurefirewall,High,Wide,6
BR-1,Azure Backup,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/br_azurefirewall,check_br1_azure_backup,Azure Backup service does not support Firewall config as a backup target; no automated backup solution | Exa 2026-06-18: Azure Backup does not support Azure Firewall rule collections or Firewall Policy as a backup target. Not in the Azure Backup supported services matrix. ARM template export is available but is a manual operation. Source: https://learn.microsoft.com/en-us/azure/backup/backup-support-matrix,azurefirewall,Medium,Wide,4
BR-1,Service Native Backup Capability,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/br_azurefirewall,check_br1_native_backup,"No native automated backup; Firewall Policy + ARM template export is manual; use source control as compensating control | Exa 2026-06-18: No native automated backup capability. Firewall Policy supports ARM-based version tracking and can be exported as ARM templates for source-control backup, but these are manual/scripted exports rather than automated point-in-time recovery. Recommended compensating control: store Firewall Policy in Git alongside infrastructure-as-code. Source: https://learn.microsoft.com/en-us/azure/firewall-manager/policy-overview",azurefirewall,Medium,Wide,4
AM-2,Azure Policy Support,True,False,implemented,implemented,tags,azurefirewall/am_azurefirewall,check_am2_policy,Resource tags present → PASS proxy for policy governance; no tags → FAIL,azurefirewall,Medium,Wide,4
AM-5,Microsoft Defender for Cloud — Adaptive Application Controls,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/am_azurefirewall,check_am5_defender_aac,PaaS; AAC targets VMs and Arc-enabled servers only — not applicable to Azure Firewall | Exa 2026-06-18: Adaptive Application Controls target VMs and Arc-enabled servers. Azure Firewall is a PaaS service with no customer-accessible compute substrate for AAC to manage. Verdict unchanged from v3 baseline. Source: https://learn.microsoft.com/en-us/azure/defender-for-cloud/adaptive-application-controls,azurefirewall,Medium,Wide,4
PA-1,Local Admin Accounts,False,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no local admin concept),azurefirewall/pa_azurefirewall,check_pa1_local_admin,Fully managed PaaS; no local admin account; ARM RBAC with Entra ID is the only access model | Exa 2026-06-18: Azure Firewall is fully managed PaaS with no local admin account concept. Administrative operations require Entra ID identity via ARM RBAC. No local admin account exists to restrict or audit. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#pa-1-separate-and-limit-highly-privilegedadministrative-users,azurefirewall,High,Narrow,3
PA-7,Azure RBAC for Data Plane,False,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no data plane),azurefirewall/pa_azurefirewall,check_pa7_rbac_data_plane,No customer-accessible data plane; management via ARM RBAC control plane only | Exa 2026-06-18: No customer-accessible data plane exists on Azure Firewall. Network traffic transiting the firewall is not subject to user identity-based RBAC. Management plane is ARM RBAC (control plane only). Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#pa-7-follow-just-enough-administration-least-privilege-principle,azurefirewall,High,Narrow,3
PA-8,Customer Lockbox,False,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pa_azurefirewall,check_pa8_customer_lockbox,Azure Firewall not in Customer Lockbox supported services GA list; standard Microsoft support policies apply | Exa 2026-06-18: Azure Firewall is not in the Customer Lockbox supported services GA list as of 2026. Microsoft support access to firewall configuration is governed by standard Microsoft support policies. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/customer-lockbox-overview#supported-services-and-scenarios-in-general-availability,azurefirewall,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/es_azurefirewall,check_es1_edr,PaaS; no customer-managed compute substrate; Microsoft manages platform-level endpoint security | Exa 2026-06-18: PaaS service; no customer-accessible VM or container substrate for EDR agent deployment. Microsoft manages platform-level endpoint security. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#es-1-use-endpoint-detection-and-response-edr,azurefirewall,Medium,Wide,4
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/es_azurefirewall,check_es2_antimalware,PaaS; antimalware on Firewall nodes is Microsoft's responsibility | Exa 2026-06-18: PaaS service; Microsoft manages antimalware on Firewall compute nodes. Customer has no access to deploy or configure antimalware solutions. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#es-2-use-modern-anti-malware-software,azurefirewall,Medium,Wide,4
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/es_azurefirewall,check_es3_antimalware_health,PaaS; signature updates and health monitoring managed by Microsoft | Exa 2026-06-18: PaaS service; antimalware signature updates on Firewall infrastructure are Microsoft's responsibility. Customer has no visibility into platform-level anti-malware health. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#es-3-ensure-anti-malware-software-and-signatures-are-updated,azurefirewall,Medium,Wide,4
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv3_automation_state_config,PaaS; Automation State Configuration targets VMs/Arc servers; no OS substrate accessible | Exa 2026-06-18: PaaS service; Automation State Configuration requires VM or Arc-enabled server substrate. No OS configuration substrate accessible to customers. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#pv-3-define-and-establish-secure-configurations-for-compute-resources,azurefirewall,Low,Wide,2
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv3_guest_config_agent,PaaS; guest config agent requires VM or Arc substrate — not deployable on Firewall nodes | Exa 2026-06-18: PaaS service; guest config agent requires VM or Arc substrate. Not deployable on Firewall managed nodes. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#pv-3-define-and-establish-secure-configurations-for-compute-resources,azurefirewall,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv3_custom_container_images,PaaS; Azure Firewall does not use or accept custom container images | Exa 2026-06-18: PaaS service; Azure Firewall does not use or accept custom container images. Microsoft manages all infrastructure with hardened platform images. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#pv-3-define-and-establish-secure-configurations-for-compute-resources,azurefirewall,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv3_custom_vm_images,PaaS; Azure Firewall does not support custom VM images; Microsoft manages hardened platform images | Exa 2026-06-18: PaaS service; no custom VM image support. Microsoft manages hardened platform images. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#pv-3-define-and-establish-secure-configurations-for-compute-resources,azurefirewall,Low,Wide,2
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv5_defender_va,"PaaS; Defender VA targets VMs/containers/App Service/SQL; Firewall not in supported services list | Exa 2026-06-18: PaaS service; Defender VA targets VMs, container registries, App Service, and SQL — Azure Firewall is not in the supported services list. Source: https://learn.microsoft.com/en-us/azure/defender-for-cloud/defender-for-cloud-introduction",azurefirewall,Low,Wide,2
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,azurefirewall/pv_azurefirewall,check_pv6_update_management,PaaS; platform updates managed by Microsoft with zero-downtime deployment via availability zones | Exa 2026-06-18: PaaS service; platform updates managed exclusively by Microsoft with zero-downtime deployment via availability zones. Azure Automation Update Management targets VMs — not applicable to Firewall. Source: https://learn.microsoft.com/en-us/azure/firewall/security-baseline#pv-6-rapidly-and-automatically-remediate-vulnerabilities,azurefirewall,Low,Wide,2
NS-6,"IDPS — Intrusion Detection and Prevention System (ASB v2 gap, no v3 equivalent)",False,Not Applicable,conditional,conditional,Microsoft.Network/azureFirewalls/sku.tier,,,"conditional: ASB v2 NS-6 IDPS control has no direct MCSB v3 equivalent; Azure Firewall Premium tier includes signature-based IDPS (intrusion detection and prevention); Standard tier = gap. Check azureFirewalls/sku.tier — Premium=implemented, Standard=gap. Source: https://learn.microsoft.com/en-us/azure/firewall/premium-features",azurefirewall,High,Wide,6
NS-6-SUPPLEMENT,IDPS — Intrusion Detection and Prevention System,False,False,gap,conditional,properties.intrusionDetection,,,v2 gap: IDPS available in Azure Firewall Premium SKU only. Supported via properties.intrusionDetection (mode: Alert|Deny|Off). Standard SKU has no IDPS — gap if using Standard tier. Conditional: requires Premium SKU. Source: https://learn.microsoft.com/en-us/azure/firewall/premium-features,azurefirewall,High,Wide,6
