asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
LT-4,Azure Resource Logs,True,False,implemented,implemented,DiagnosticSettings(bastion.id).logs[BastionAuditLogs],bastion/lt_bastion,check_lt4_resource_logs,LIVE-DIRECT: BastionAuditLogs records user identity/source IP/target VM/session duration; check category 'BastionAuditLogs' enabled in DiagSettings; SDK: azure-mgmt-monitor,bastion,High,Wide,6
BR-1,Azure Backup,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/br_bastion,check_br1_azure_backup,"feature_supported=False; Azure Backup does not support Bastion hosts; Bastion config is IaC-recoverable; not_applicable | Exa 2026-06-19: feature_supported=False in MCSB v3 baseline. Azure Backup does not support Azure Bastion hosts as backup targets. Recovery: Bastion configuration (subnet='AzureBastionSubnet', public IP reference, SKU (Basic/Standard), scale units) is fully declarative and IaC-recoverable via ARM template, Bicep, or Terraform. not_applicable. Source: https://learn.microsoft.com/en-us/azure/backup/backup-overview",bastion,Medium,Wide,4
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/br_bastion,check_br1_native_backup,"feature_supported=False; no native backup; Bastion config (subnet SKU scale-units public-IP) declarative and IaC-recoverable; not_applicable | Exa 2026-06-19: feature_supported=False in MCSB v3 baseline. No native backup capability for Azure Bastion. Bastion configuration is declarative — all properties (subnet reference, public IP, SKU, scale units) recoverable from IaC. Export: 'az network bastion show --resource-group <rg> --name <name> -o json'. not_applicable. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview",bastion,Medium,Wide,4
AM-2,Azure Policy Support,True,False,implemented,implemented,bastion.tags,bastion/am_bastion,check_am2_policy,LIVE-DIRECT: tags proxy for Azure Policy governance; bastion.tags non-empty → PASS; empty → FAIL,bastion,Medium,Wide,4
AM-5,Microsoft Defender for Cloud — Adaptive Application Controls,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/am_bastion,check_am5_defender_aac,feature_supported=Not Applicable; AAC targets VMs and Arc servers; Bastion is PaaS managed jump host with no customer compute; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Adaptive Application Controls target VMs and Azure Arc-enabled servers to monitor and restrict which applications run on compute workloads. Azure Bastion is a managed PaaS jump host with no customer-accessible compute substrate. not_applicable. Source: https://learn.microsoft.com/en-us/azure/defender-for-cloud/adaptive-application-controls,bastion,Medium,Wide,4
PA-1,Local Admin Accounts,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pa_bastion,check_pa1_local_admin,"feature_supported=False; Bastion has no compute substrate; no local admin concept; not_applicable | Exa 2026-06-19: feature_supported=False in MCSB v3 baseline. Azure Bastion is a PaaS managed jump host — no compute substrate, no local administrative account concept at the Bastion service level. All management via ARM with Entra ID. Note: local admin accounts on VMs accessed via Bastion are a PA-1 concern for those VMs, not for Bastion. not_applicable at Bastion resource level. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview",bastion,High,Wide,6
PA-7,Azure RBAC for Data Plane,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pa_bastion,check_pa7_rbac_data_plane,"feature_supported=False; MCSB v3 baseline note confirms Bastion does not support Azure RBAC for user access; ARM RBAC covers management plane only; not_applicable | Exa 2026-06-19: feature_supported=False in MCSB v3 baseline. MCSB v3 baseline note explicitly confirms: 'Azure Bastion itself does not support Azure RBAC for users access.' ARM RBAC (e.g., Reader, Network Contributor) controls management-plane operations on the Bastion ARM resource. Data-plane RBAC for session initiation (who can connect via Bastion to which VM) is controlled by VM-level permissions, not Bastion-level RBAC. not_applicable at Bastion resource level. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview",bastion,High,Wide,6
PA-8,Customer Lockbox,False,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pa_bastion,check_pa8_customer_lockbox,"feature_supported=False; Bastion not in Lockbox supported service list; not_applicable | Exa 2026-06-19: feature_supported=False in MCSB v3 baseline. Customer Lockbox is not available for Azure Bastion. Bastion is not in the Lockbox supported service list (which covers VMs, Storage, SQL DB, App Service, AKS, etc.). Microsoft support access to Bastion infrastructure does not go through the Lockbox approval workflow. not_applicable. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/customer-lockbox-overview",bastion,High,Wide,6
ES-1,Endpoint Detection and Response,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/es_bastion,check_es1_edr,PaaS managed jump host; no customer compute; EDR targets VMs accessed via Bastion; not_applicable | Network infrastructure resource with no customer-accessible compute layer. EDR/anti-malware deployment by customers is not applicable. Microsoft manages endpoint security at the underlying infrastructure level. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,bastion,Medium,Wide,4
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/es_bastion,check_es2_antimalware,"PaaS managed jump host; no customer compute; anti-malware targets VMs accessed via Bastion; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Anti-malware (Microsoft Defender Antivirus, MDE) targets compute workloads with accessible file systems and execution environments. Bastion has no customer-accessible OS. Deploy anti-malware on VMs accessed via Bastion. not_applicable at Bastion resource level. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview",bastion,Medium,Wide,4
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/es_bastion,check_es3_antimalware_health,PaaS managed jump host; no customer compute; health monitoring presupposes anti-malware on compute; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Anti-malware health monitoring presupposes an anti-malware solution deployed on compute. Bastion is a PaaS managed jump host with no customer-accessible compute substrate. not_applicable. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview,bastion,Medium,Wide,4
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv3_automation_state_config,PaaS managed jump host; no customer OS; DSC targets VMs and Arc servers; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Azure Automation State Configuration (DSC) manages desired state on VMs and Azure Arc-enabled servers. Bastion is a PaaS managed jump host with no customer-accessible OS or compute. not_applicable. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview,bastion,Low,Wide,2
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv3_guest_config_agent,PaaS managed jump host; no customer OS; Guest Config targets VMs/Arc; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Azure Policy Guest Configuration Agent audits and enforces OS-level settings on VMs and Arc-enabled servers. Bastion has no customer-accessible OS. No guest configuration agent can be installed on Bastion managed infrastructure. not_applicable. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview,bastion,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv3_custom_container_images,PaaS managed jump host; no container runtime in Bastion infrastructure; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Bastion managed infrastructure has no container runtime accessible to customers. Custom container image hardening not applicable. not_applicable. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview,bastion,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv3_custom_vm_images,PaaS managed jump host; no VM substrate in Bastion infrastructure; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Bastion managed infrastructure has no customer-accessible VM substrate. Custom VM image hardening not applicable. not_applicable. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview,bastion,Low,Wide,2
PV-5,Vulnerability Assessment,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv5_defender_va,"PaaS managed jump host; no customer compute; Defender VA targets VMs/containers/SQL; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Microsoft Defender vulnerability assessment targets VMs (Qualys/MDVM), container registries, SQL servers, and App Service. Bastion is a PaaS managed jump host with no customer-accessible compute. VA scanning cannot be applied to Bastion managed infrastructure. not_applicable. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview",bastion,Low,Wide,2
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,N/A,bastion/pv_bastion,check_pv6_update_management,PaaS managed jump host; no customer OS; Update Manager targets VMs; Microsoft patches Bastion infrastructure; not_applicable | Exa 2026-06-19: feature_supported=Not Applicable in MCSB v3 baseline. Azure Update Manager applies OS and application patches to VMs and Arc-enabled servers. Bastion managed infrastructure has no customer-accessible OS — Microsoft manages the underlying infrastructure patching for the Bastion PaaS service. not_applicable. Source: https://learn.microsoft.com/en-us/azure/bastion/bastion-overview,bastion,Low,Wide,2
