asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
DP-7,Certificate Management using Azure Key Vault,False,Not Applicable,upgraded_implemented,now_applicable_native,sslCertificates[*].keyVaultSecretId,appgateway/dp_appgateway,check_dp7_cert_kv,App Gateway v2 supports TLS certificate management via Azure Key Vault. Certificates stored in Key Vault are auto-rotated every 4 hours. Requires user-assigned managed identity with Key Vault Secrets User role. MCSB v3 baseline: True/False/Customer. Source: https://learn.microsoft.com/en-us/azure/application-gateway/key-vault-certs,appgateway,Medium,Narrow,2
IM-1,Use Centralized Identity and Authentication System — Disable Local Auth,False,Not Applicable,not_applicable_managed,still_not_applicable,N/A (no local auth concept),appgateway/im_appgateway,check_im1_local_auth_methods,AppGW has no SAS/shared-key; ARM RBAC only → UNKNOWN with rationale | MCSB v3 baseline: False/Not Applicable for local auth disable. App Gateway has no concept of local auth methods at data plane. Management access via Azure AD RBAC only. Source: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,High,Narrow,3
IM-1,Use Centralized Identity and Authentication System — AAD Auth Required,False,Not Applicable,not_applicable_managed,conditional,N/A (ARM RBAC inherent),appgateway/im_appgateway,check_im1_aad_auth_required,"JWT validation via Microsoft Entra ID now in PUBLIC PREVIEW (Jan 2026). App Gateway validates JWTs on HTTPS listeners, blocks invalid tokens (401), injects x-msft-entra-identity header to backend. Conditional: requires Standard_v2/WAF_v2 SKU, HTTPS listener, ARM API 2025-03-01+; PREVIEW status (not for production yet). Source: https://learn.microsoft.com/en-us/azure/application-gateway/json-web-token-overview",appgateway,High,Wide,6
IM-3,Use Azure AD Managed Identities for Azure Resource Authentication,True,False,implemented,now_applicable_native,identity.type,appgateway/im_appgateway,check_im3_managed_identities,App Gateway uses user-assigned managed identity to authenticate to Azure Key Vault for TLS certificate retrieval. Managed identity is optional at deploy time but required for Key Vault cert integration. MCSB note: 'managed identity can be used by Application Gateway to authenticate to Azure Key Vault'. Source: https://learn.microsoft.com/en-us/azure/application-gateway/key-vault-certs,appgateway,High,Wide,6
IM-3,Use Azure AD Service Principals for Azure Resource Authentication,True,False,not_applicable_arm,still_not_applicable,N/A (ARM RBAC only),appgateway/im_appgateway,check_im3_service_principals,SP assignments via ARM RBAC; not readable per-gateway without azure-mgmt-authorization → UNKNOWN | MCSB v3 baseline: feature_supported=False for per-gateway SP. Source: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,High,Wide,6
IM-7,Restrict Resource Access Based on Conditions — Conditional Access,True,False,not_applicable_arm,still_not_applicable,N/A (Entra tenant-level),appgateway/im_appgateway,check_im7_conditional_access,CA policies Entra tenant-level; not ARM-readable → UNKNOWN | MCSB v3 baseline: False/Not Applicable. App Gateway itself does not enforce Conditional Access policies at the data plane. CA applies to management plane (Azure Portal/ARM) access only. JWT preview (IM-1) provides token validation but is not Conditional Access. Source: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,High,Wide,6
IM-8,Restrict the Exposure of Credential and Secrets — Use Azure Key Vault,False,Not Applicable,upgraded_implemented,now_applicable_native,sslCertificates[*].keyVaultSecretId / identity,appgateway/im_appgateway,check_im8_keyvault_secrets,App Gateway v2 stores TLS certificates in managed Azure Key Vault automatically when uploaded. Key Vault integration supported via both access policy and RBAC models. MCSB v3 baseline: True/False/Customer. Source: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,High,Narrow,3
LT-1,Enable Threat Detection Capabilities — Microsoft Defender for Application Gateway,False,Not Applicable,not_applicable_managed,still_not_applicable,N/A,appgateway/lt_appgateway,check_lt1_defender,No Defender for AppGW product; WAF (NS-1) covers L7 threat detection → UNKNOWN | MCSB v3 baseline: LT-1 Defender for Service = False/Not Applicable. No dedicated Defender plan for App Gateway. WAF v1 integration with Defender for Cloud security alerts was retired Sep 2024. App Gateway logs can feed into Sentinel/Azure Monitor for threat detection. Source: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,High,Wide,6
LT-4,Enable Logging for Azure Resources,True,False,implemented,implemented,DiagnosticSettings.logs[*].enabled,appgateway/lt_appgateway,check_lt4_resource_logs,MonitorManagementClient.diagnostic_settings.list(gw.id); any enabled log → PASS; key: AccessLog + FirewallLog | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,High,Wide,6
BR-1,Ensure Regular Automated Backups — Azure Backup Service,True,False,not_applicable_managed,still_not_applicable,N/A,appgateway/br_appgateway,check_br1_azure_backup,"Azure Backup does not support AppGW config; ARM template export is manual only → UNKNOWN | Network infrastructure resource — configuration is declarative (ARM templates, Azure Policy). Azure Backup is a data backup service for compute/storage. Backup/Recovery for this resource type means ARM export or Resource Graph snapshots, not Azure Backup integration. Feature not supported in MCSB v3 baseline; no change as of June 2026. Source: https://learn.microsoft.com/en-us/azure/backup/backup-overview",appgateway,Medium,Wide,4
BR-1,Ensure Regular Automated Backups — Native Soft-Delete and Purge Protection,True,False,not_applicable_managed,still_not_applicable,N/A,appgateway/br_appgateway,check_br1_native_backup,"No soft-delete or purge-protection for AppGW config; recovery via IaC templates → UNKNOWN | Network infrastructure resource — configuration is declarative (ARM templates, Azure Policy). Azure Backup is a data backup service for compute/storage. Backup/Recovery for this resource type means ARM export or Resource Graph snapshots, not Azure Backup integration. Feature not supported in MCSB v3 baseline; no change as of June 2026. Source: https://learn.microsoft.com/en-us/azure/backup/backup-overview",appgateway,Medium,Wide,4
AM-2,Use Only Approved Azure Services — Azure Policy Support,True,False,implemented,implemented,tags,appgateway/am_appgateway,check_am2_policy,Tags presence as proxy for policy governance; empty tags → FAIL | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,Medium,Wide,4
AM-5,Use Only Approved Applications in Virtual Machine — Defender for Cloud AAC,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/am_appgateway,check_am5_defender_aac,PaaS — Adaptive Application Controls target VMs and Arc servers only | Network infrastructure resource with no customer-managed compute. Microsoft Defender for Servers/Endpoints is not applicable — no VMs are exposed to customers. Anti-malware is managed at the Azure infrastructure layer. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,appgateway,Medium,Wide,4
PA-1,Separate and Limit Highly Privileged/Administrative Users — Disable Local Admin,False,Not Applicable,not_applicable_managed,still_not_applicable,N/A (no local admin),appgateway/pa_appgateway,check_pa1_local_admin,AppGW has no local admin/shared-key concept; ARM RBAC only → UNKNOWN with rationale | MCSB v3 baseline: False/Not Applicable. App Gateway has no local administrative account concept. All management access via Azure AD RBAC at resource/resource-group level. Source: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,High,Narrow,3
PA-7,Follow Just Enough Administration Principle — RBAC for Data Plane,False,Not Applicable,not_applicable_managed,still_not_applicable,N/A (ARM RBAC management plane only),appgateway/pa_appgateway,check_pa7_rbac_data_plane,"AppGW has no separate data-plane RBAC; JEA enforced at ARM RBAC level → UNKNOWN with rationale | MCSB v3 baseline: False/Not Applicable for data plane RBAC. App Gateway has no customer-accessible data plane requiring fine-grained RBAC. Management plane access controlled via Azure RBAC (Contributor, Reader roles). Source: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline",appgateway,High,Narrow,3
PA-8,Determine Access Process for Microsoft Support — Customer Lockbox,False,Not Applicable,upgraded_implemented,still_not_applicable,N/A (subscription-level),appgateway/pa_appgateway,check_pa8_customer_lockbox,MCSB v3 baseline: Customer Lockbox = False/Not Applicable. App Gateway not in Customer Lockbox supported services list. Phase 48 cache incorrectly marked as now_applicable_native — reverted. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/customer-lockbox-overview,appgateway,High,Narrow,3
ES-1,EDR Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/es_appgateway,check_es1_edr,PaaS — no customer compute; EDR not applicable | Phase48-cache: PaaS — no customer-accessible compute; EDR agents cannot be deployed [NEEDS-EXA-URL],appgateway,Medium,Wide,4
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/es_appgateway,check_es2_antimalware,PaaS — no customer OS layer | Phase48-cache: PaaS — no customer OS layer [NEEDS-EXA-URL],appgateway,Medium,Wide,4
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/es_appgateway,check_es3_antimalware_health,PaaS — ES-2 not applicable therefore ES-3 not applicable | Phase48-cache: PaaS — ES-2 not applicable therefore ES-3 not applicable [NEEDS-EXA-URL],appgateway,Medium,Wide,4
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/pv_appgateway,check_pv3_automation_state_config,PaaS — DSC targets VMs and Arc machines | Phase48-cache: PaaS — Automation DSC targets VMs and Arc machines [NEEDS-EXA-URL] | MCSB v3 baseline confirmed still_not_applicable: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,Low,Wide,2
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/pv_appgateway,check_pv3_guest_config_agent,PaaS — Guest Config requires customer guest OS | Phase48-cache: PaaS — Guest Config requires customer-accessible guest OS [NEEDS-EXA-URL] | MCSB v3 baseline confirmed still_not_applicable: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/pv_appgateway,check_pv3_custom_container_images,PaaS — Microsoft manages AppGW runtime | Phase48-cache: PaaS — Microsoft manages Application Gateway runtime [NEEDS-EXA-URL] | MCSB v3 baseline confirmed still_not_applicable: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/pv_appgateway,check_pv3_custom_vm_images,PaaS — no customer VM images | Phase48-cache: PaaS — no customer-supplied VM images [NEEDS-EXA-URL] | MCSB v3 baseline confirmed still_not_applicable: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,Low,Wide,2
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/pv_appgateway,check_pv5_defender_va,PaaS — no stack to scan | Phase48-cache: PaaS — no software stack to scan on customer side [NEEDS-EXA-URL] | MCSB v3 baseline confirmed still_not_applicable: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/application-gateway-security-baseline,appgateway,Low,Wide,2
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,appgateway/pv_appgateway,check_pv6_update_management,PaaS — Microsoft patches AppGW infrastructure | Phase48-cache: PaaS — Microsoft patches AppGW infrastructure [NEEDS-EXA-URL],appgateway,Low,Wide,2
NS-7-SUPPLEMENT-APPGW,Private Application Gateway — No Public IP Deployment,False,False,gap,conditional,properties.frontendIPConfigurations[].privateIPAddress,,,"v2 gap: Application Gateway v2 now supports private-only frontend IP configuration (no public IP required) — closes NS-7 public network access disable gap. Requires: v2 SKU (Standard_v2 or WAF_v2), subnet delegation to Microsoft.Network/applicationGateways (mandatory from May 5 2025), private-only frontend IP config (no PublicIPAddress property). Conditional: opt-in at deployment time; existing AppGW with public IP requires rebuild. Source: https://learn.microsoft.com/en-us/azure/application-gateway/application-gateway-private-deployment | Q2 NS-7 Exa search June 2026 confirmed GA.",appgateway,High,Wide,6
