asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
DP-6,Key Management in Azure Key Vault,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/dp_publicip,check_dp6_key_mgmt,"No keys/secrets/certificates associated with PIP; KV integration not applicable | Network infrastructure resource that routes/filters/monitors network traffic. Does not store or process customer application data. Data protection controls (encryption at rest, DLP, CMK, Key Vault integration) are not applicable — there is no customer data at rest in this service. Configuration data is managed via ARM and encrypted by Azure platform by default. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/encryption-overview",publicip,Medium,Wide,4
DP-7,Certificate Management in Azure Key Vault,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/dp_publicip,check_dp7_cert_kv,"Certificates managed by the service using the PIP (e.g. AppGW) — not by PIP itself | Network infrastructure resource that routes/filters/monitors network traffic. Does not store or process customer application data. Data protection controls (encryption at rest, DLP, CMK, Key Vault integration) are not applicable — there is no customer data at rest in this service. Configuration data is managed via ARM and encrypted by Azure platform by default. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/encryption-overview",publicip,Medium,Wide,4
IM-1,Local Authentication Methods for Data Plane Access,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (ARM RBAC only),publicip/im_publicip,check_im1_local_auth_methods,No data plane or management interface requiring local auth; all ops via ARM with Entra ID | Network infrastructure resource with no customer-accessible data plane. Identity and authentication controls apply only at the Azure management plane (Azure AD RBAC for resource management). No data plane auth concept exists — the service operates at the network packet level with no API auth surface exposed to customers. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/overview,publicip,High,Narrow,3
IM-1,Azure AD Authentication Required for Data Plane Access,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (ARM RBAC only),publicip/im_publicip,check_im1_aad_auth_required,No data plane; ARM enforces Entra ID auth for all management ops | Network infrastructure resource with no customer-accessible data plane. Identity and authentication controls apply only at the Azure management plane (Azure AD RBAC for resource management). No data plane auth concept exists — the service operates at the network packet level with no API auth surface exposed to customers. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/overview,publicip,High,Narrow,3
IM-3,Managed Identities,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A,publicip/im_publicip,check_im3_managed_identities,PIP does not support MI assignment; passive address resource with no auth requirements | Network infrastructure resource with no customer-accessible data plane. Identity and authentication controls apply only at the Azure management plane (Azure AD RBAC for resource management). No data plane auth concept exists — the service operates at the network packet level with no API auth surface exposed to customers. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/overview,publicip,High,Wide,6
IM-3,Service Principals,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A,publicip/im_publicip,check_im3_service_principals,No data-plane SP auth for PIP; SP used only for ARM management at subscription/RG level | Network infrastructure resource with no customer-accessible data plane. Identity and authentication controls apply only at the Azure management plane (Azure AD RBAC for resource management). No data plane auth concept exists — the service operates at the network packet level with no API auth surface exposed to customers. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/overview,publicip,High,Wide,6
IM-7,Conditional Access for Data Plane,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A,publicip/im_publicip,check_im7_conditional_access,No data plane; CA applies at Entra ID/ARM level not per-PIP resource | Network infrastructure resource with no customer-accessible data plane. Identity and authentication controls apply only at the Azure management plane (Azure AD RBAC for resource management). No data plane auth concept exists — the service operates at the network packet level with no API auth surface exposed to customers. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/overview,publicip,High,Wide,6
IM-8,Service Credential and Secrets Support Integration and Storage in Azure Key Vault,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/im_publicip,check_im8_keyvault_secrets,PIP stores no credentials or secrets; KV integration not applicable | Network infrastructure resource with no customer-accessible data plane. Identity and authentication controls apply only at the Azure management plane (Azure AD RBAC for resource management). No data plane auth concept exists — the service operates at the network packet level with no API auth surface exposed to customers. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/overview,publicip,High,Wide,6
LT-1,Microsoft Defender for Service — Azure Public IP,Not Applicable,Not Applicable,not_applicable_paas,conditional,N/A,publicip/lt_publicip,check_lt1_defender,Azure DDoS Protection alerts for Public IPs stream to Microsoft Defender for Cloud automatically when DDoS Protection is enabled. Alert types: 'DDoS Attack detected for Public IP' and 'DDoS Attack mitigated for Public IP'. Conditional: requires Azure DDoS Protection (Network or IP Protection) to be enabled. Source: https://learn.microsoft.com/en-us/azure/ddos-protection/ddos-view-alerts-defender-for-cloud,publicip,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,diagnosticSettings.logs + metrics (DDoSProtectionNotifications / AllMetrics),publicip/lt_publicip,check_lt4_resource_logs,DiagnosticSettings with any enabled log (DDoSProtectionNotifications etc.) or metric → PASS | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-public-ip-security-baseline,publicip,High,Wide,6
BR-1,Azure Backup,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/br_publicip,check_br1_azure_backup,"Azure Backup not supported for PIP; PIP recreatable from IaC; Static SKU retains IP on redeploy | Network infrastructure resource — configuration is declarative (ARM templates, Azure Policy). Azure Backup is a data backup service for compute/storage. Backup/Recovery for this resource type means ARM export or Resource Graph snapshots, not Azure Backup integration. Feature not supported in MCSB v3 baseline; no change as of June 2026. Source: https://learn.microsoft.com/en-us/azure/backup/backup-overview",publicip,Medium,Wide,4
BR-1,Service Native Backup Capability,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/br_publicip,check_br1_native_backup,"No native backup; use Static SKU + IaC in source control as compensating control | Network infrastructure resource — configuration is declarative (ARM templates, Azure Policy). Azure Backup is a data backup service for compute/storage. Backup/Recovery for this resource type means ARM export or Resource Graph snapshots, not Azure Backup integration. Feature not supported in MCSB v3 baseline; no change as of June 2026. Source: https://learn.microsoft.com/en-us/azure/backup/backup-overview",publicip,Medium,Wide,4
AM-2,Azure Policy Support,True,False,implemented,implemented,tags,publicip/am_publicip,check_am2_policy,Resource tags present → PASS proxy for policy governance; no tags → FAIL | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/azure-public-ip-security-baseline,publicip,Medium,Wide,4
AM-5,Microsoft Defender for Cloud — Adaptive Application Controls,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/am_publicip,check_am5_defender_aac,PaaS network resource; AAC targets VMs and Arc-enabled servers only | Network infrastructure resource with no customer-managed compute. Microsoft Defender for Servers/Endpoints is not applicable — no VMs are exposed to customers. Anti-malware is managed at the Azure infrastructure layer. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Medium,Wide,4
PA-1,Local Admin Accounts,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no local admin concept),publicip/pa_publicip,check_pa1_local_admin,"Managed network resource; no local admin; ARM RBAC with Entra ID is the only access model | Network infrastructure resource. Privileged access controls (local admin accounts, data plane RBAC, Customer Lockbox) are not applicable — no compute/OS layer exposed, no data plane API requiring elevated access. Management access is via Azure AD RBAC at subscription/resource group level. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/built-in-roles",publicip,High,Narrow,3
PA-7,Azure RBAC for Data Plane,Not Applicable,Not Applicable,not_applicable_arm,still_not_applicable,N/A (no data plane),publicip/pa_publicip,check_pa7_rbac_data_plane,"No data plane; management via ARM RBAC (Network Contributor role) | Network infrastructure resource. Privileged access controls (local admin accounts, data plane RBAC, Customer Lockbox) are not applicable — no compute/OS layer exposed, no data plane API requiring elevated access. Management access is via Azure AD RBAC at subscription/resource group level. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/built-in-roles",publicip,High,Narrow,3
PA-8,Customer Lockbox,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pa_publicip,check_pa8_customer_lockbox,"PIP not in Customer Lockbox supported services GA list | Network infrastructure resource. Privileged access controls (local admin accounts, data plane RBAC, Customer Lockbox) are not applicable — no compute/OS layer exposed, no data plane API requiring elevated access. Management access is via Azure AD RBAC at subscription/resource group level. Source: https://learn.microsoft.com/en-us/azure/role-based-access-control/built-in-roles",publicip,High,Wide,6
ES-1,EDR Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/es_publicip,check_es1_edr,PaaS; EDR deploys on VMs/containers using the PIP — not on PIP itself | Network infrastructure resource with no customer-accessible compute layer. EDR/anti-malware deployment by customers is not applicable. Microsoft manages endpoint security at the underlying infrastructure level. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Medium,Wide,4
ES-2,Anti-Malware Solution,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/es_publicip,check_es2_antimalware,PaaS; antimalware not applicable to an IP address object | Network infrastructure resource with no customer-accessible compute layer. EDR/anti-malware deployment by customers is not applicable. Microsoft manages endpoint security at the underlying infrastructure level. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Medium,Wide,4
ES-3,Anti-Malware Solution Health Monitoring,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/es_publicip,check_es3_antimalware_health,PaaS; no antimalware health monitoring concept for PIP | Network infrastructure resource with no customer-accessible compute layer. EDR/anti-malware deployment by customers is not applicable. Microsoft manages endpoint security at the underlying infrastructure level. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Medium,Wide,4
PV-3,Azure Automation State Configuration,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv3_automation_state_config,PaaS; Automation State Config targets VMs/Arc; no OS substrate on PIP | Network infrastructure resource with no customer-managed VMs or OS layer. Patch management and vulnerability assessment are handled by Microsoft for the underlying service infrastructure. Customer has no compute to patch. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Low,Wide,2
PV-3,Azure Policy Guest Configuration Agent,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv3_guest_config_agent,PaaS; guest config agent requires VM or Arc substrate — not deployable on PIP | Network infrastructure resource with no customer-managed VMs or OS layer. Patch management and vulnerability assessment are handled by Microsoft for the underlying service infrastructure. Customer has no compute to patch. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Low,Wide,2
PV-3,Custom Container Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv3_custom_container_images,PaaS; no container image concept applies to a PIP | Network infrastructure resource with no customer-managed VMs or OS layer. Patch management and vulnerability assessment are handled by Microsoft for the underlying service infrastructure. Customer has no compute to patch. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Low,Wide,2
PV-3,Custom VM Images,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv3_custom_vm_images,PaaS; no VM image concept applies to a PIP | Network infrastructure resource with no customer-managed VMs or OS layer. Patch management and vulnerability assessment are handled by Microsoft for the underlying service infrastructure. Customer has no compute to patch. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Low,Wide,2
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv5_defender_va,PaaS; Defender VA targets VMs/containers/App Service/SQL — PIP not in supported list | Network infrastructure resource with no customer-managed VMs or OS layer. Patch management and vulnerability assessment are handled by Microsoft for the underlying service infrastructure. Customer has no compute to patch. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Low,Wide,2
PV-6,Azure Automation Update Management,Not Applicable,Not Applicable,not_applicable_paas,still_not_applicable,N/A,publicip/pv_publicip,check_pv6_update_management,PaaS; Update Management targets VMs; PIP has no OS or patch surface | Network infrastructure resource with no customer-managed VMs or OS layer. Patch management and vulnerability assessment are handled by Microsoft for the underlying service infrastructure. Customer has no compute to patch. Source: https://learn.microsoft.com/en-us/azure/security/fundamentals/infrastructure,publicip,Low,Wide,2
