asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,service,severity,blast_radius,risk_rank
LT-1,Microsoft Defender for Service / Product Offering,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Microsoft Defender for Service / Product Offering not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Wide,6
NS-2,Disable Public Network Access,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Disable Public Network Access enabled by default on eventhubs; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Narrow,3
ES-1,EDR Solution,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; EDR Solution not applicable to this service by design; not_applicable_paas,eventhubs,Medium,Wide,4
DP-6,Key Management in Azure Key Vault,True,False,implemented,implemented,Configure customer-managed keys for encrypting Azure Event Hubs data at rest: https://docs.microsoft.com/azure/event-hubs/configure-customer-managed-key,,,LIVE-DIRECT: Key Management in Azure Key Vault supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,Medium,Wide,4
PA-1,Local Admin Accounts,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Local Admin Accounts enabled by default on eventhubs; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Narrow,3
IM-1,Local Authentication Methods for Data Plane Access,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Local Authentication Methods for Data Plane Access enabled by default on eventhubs; platform-enforced | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Narrow,3
IM-3,Managed Identities,True,False,implemented,implemented,Authenticate a managed identity with Azure Active Directory to access Event Hubs Resources: https://docs.microsoft.com/azure/event-hubs/authenticate-managed-identity?tabs=latest,,,LIVE-DIRECT: Managed Identities supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Wide,6
BR-1,Service Native Backup Capability,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Service Native Backup Capability not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,Medium,Wide,4
NS-1,Network Security Group Support,True,False,implemented,implemented,Service Tags: https://learn.microsoft.com/azure/event-hubs/network-security#service-tags,,,LIVE-DIRECT: Network Security Group Support supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Wide,6
NS-2,Azure Private Link,True,False,now_applicable_native,now_applicable_native,Microsoft.EventHub/namespaces/privateEndpointConnections,,,now_applicable_native: Azure Event Hubs supports Private Endpoints for namespace access; GA since 2020; isolates event streaming from public internet | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline | ARM: Microsoft.EventHub/namespaces/privateEndpointConnections; namespace properties.publicNetworkAccess=Disabled enforces private-only access. Source: https://learn.microsoft.com/en-us/azure/event-hubs/private-link-service,eventhubs,High,Wide,6
LT-4,Azure Resource Logs,True,False,implemented,implemented,Monitoring data from Azure Event Hubs: https://learn.microsoft.com/azure/event-hubs/monitor-event-hubs#monitoring-data-from-azure-event-hubs,,,LIVE-DIRECT: Azure Resource Logs supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Wide,6
DP-1,Sensitive Data Discovery and Classification,False,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=False in v3 baseline; Sensitive Data Discovery and Classification not supported; web research 2026 confirms no change; still_not_applicable | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,Medium,Wide,4
IM-3,Service Principals,True,False,implemented,implemented,Authenticate an application with Azure Active Directory to access Event Hubs resources: https://docs.microsoft.com/azure/event-hubs/authenticate-application,,,LIVE-DIRECT: Service Principals supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Wide,6
NS-1,Virtual Network Integration,True,False,implemented,implemented,Allow access to Azure Event Hubs namespaces from specific virtual networks: https://docs.microsoft.com/azure/event-hubs/event-hubs-service-endpoints,,,LIVE-DIRECT: Virtual Network Integration supported but not enabled by default; customer must configure; verify ARM property | MCSB v3 baseline confirmed: https://learn.microsoft.com/en-us/security/benchmark/azure/baselines/event-hubs-security-baseline,eventhubs,High,Wide,6
PV-5,Vulnerability Assessment using Microsoft Defender,Not Applicable,Not Applicable,still_not_applicable,still_not_applicable,,,,feature_supported=Not Applicable; Vulnerability Assessment using Microsoft Defender not applicable to this service by design; not_applicable_paas,eventhubs,Low,Wide,2
